"species","dev_full","dev_no_FRic","unique_FRic","dev_no_FEve","unique_FEve","dev_no_FDiv","unique_FDiv","dev_no_wooddensity_cwm","unique_wooddensity_cwm","dev_no_LA_cwm","unique_LA_cwm","dev_no_height_cwm","unique_height_cwm","dev_no_sp_richness","unique_sp_richness","dev_no_pielou_evenness","unique_pielou_evenness","dev_no_gini_simpson","unique_gini_simpson","dev_no_cover","unique_cover","dev_no_mean_fhd","unique_mean_fhd","dev_no_prop_canopy","unique_prop_canopy"
"Russet-tailed Thrush",0.697615782538408,0.701156785475691,-0.0035410029372831,0.696224703590537,0.00139107894787105,0.700088933672738,-0.00247315113432955,0.696081248829611,0.00153453370879753,0.68921154217915,0.00840424035925846,0.701160192754351,-0.00354441021594298,0.697786922064328,-0.000171139525919295,0.700087031286835,-0.00247124874842708,0.695823812652867,0.00179196988554153,0.701754690272571,-0.00413890773416248,0.696913095995767,0.000702686542641495,0.69969512233899,-0.00207933980058195
"Forest Kingfisher",0.534820851887273,0.525863967422804,0.00895688446446907,0.532592791578616,0.00222806030865741,0.538106448225228,-0.003285596337955,0.534088011814503,0.000732840072769747,0.532581984065381,0.00223886782189242,0.535072644270613,-0.000251792383339944,0.533578387320936,0.00124246456633681,0.532582124305734,0.00223872758153965,0.532582080741168,0.00223877114610482,0.532582002360359,0.00223884952691455,0.536953703714348,-0.00213285182707446,0.528396172047315,0.00642467983995831
"Turquoise Parrot",0.690061058826924,0.717819412697002,-0.0277583538700775,0.681711201709527,0.00834985711739678,0.681330649527709,0.0087304092992152,0.671916562128552,0.0181444966983727,0.66055983225639,0.0295012265705344,0.669220263101724,0.0208407957252001,0.660652955790424,0.0294081030364998,0.667972062071213,0.0220889967557109,0.655382488995414,0.03467856983151,0.657923107628908,0.0321379511980158,0.661705399521546,0.0283556593053783,0.694777647717366,-0.0047165888904418
"Tawny-crowned Honeyeater",0.405699786999119,0.422690529385171,-0.0169907423860516,0.405225569835531,0.000474217163587809,0.408622766761628,-0.00292297976250899,0.377089832382927,0.0286099546161918,0.402288272597787,0.00341151440133258,0.394188657745644,0.011511129253475,0.413773545325809,-0.00807375832668966,0.409298784885147,-0.00359899788602808,0.40345521378327,0.00224457321584881,0.408589448894748,-0.00288966189562845,0.404002935415076,0.00169685158404298,0.401896670065617,0.00380311693350172
"Pilotbird",0.528463111889108,0.537504780627604,-0.00904166873849555,0.521692488223711,0.00677062366539782,0.526178672312677,0.00228443957643143,0.526074125820206,0.00238898606890248,0.529538841898186,-0.00107573000907801,0.516860844363604,0.0116022675255043,0.541646824709217,-0.0131837128201087,0.52012020962613,0.00834290226297874,0.538306027613495,-0.00984291572438634,0.530580985464835,-0.00211787357572668,0.534937308710951,-0.00647419682184247,0.537295244580181,-0.00883213269107219
"Beautiful Firetail",0.678880788392923,0.687949592431824,-0.00906880403890109,0.679524011847765,-0.000643223454841801,0.679006921846498,-0.00012613345357515,0.687553317064899,-0.00867252867197577,0.692467499658424,-0.0135867112655008,0.686199465411607,-0.00731867701868438,0.675571401427549,0.00330938696537419,0.69441533076027,-0.0155345423673474,0.677638979189871,0.00124180920305161,0.677274395470791,0.00160639292213227,0.670553393038439,0.00832739535448379,0.678671641870056,0.000209146522866965
"Eastern Bristlebird",0.898344315002816,0.905700737133148,-0.00735642213033183,0.897899198827391,0.000445116175425309,0.898406189696935,-6.18746941187798e-05,0.898480586128019,-0.000136271125203091,0.898331773420039,1.25415827775255e-05,0.898124427826031,0.000219887176784783,0.897837001746489,0.000507313256327468,0.898273403065581,7.09119372355183e-05,0.898397741944329,-5.34269415131128e-05,0.89837332586302,-2.9010860203682e-05,0.898672738596316,-0.000328423593499383,0.898436285470523,-9.19704677071476e-05
"Splendid Fairywren",0.844345707320968,0.86294646000107,-0.0186007526801023,0.845650725728902,-0.00130501840793384,0.844344787183704,9.20137263937804e-07,0.850460181810951,-0.00611447448998303,0.847853963025362,-0.00350825570439428,0.846818262036383,-0.00247255471541485,0.84898114417119,-0.0046354368502215,0.843818381229819,0.000527326091149027,0.850235524657449,-0.00588981733648108,0.850803374766546,-0.00645766744557752,0.850986658429109,-0.00664095110814111,0.835966129416781,0.00837957790418697
"Pale-yellow Robin",0.735319546939883,0.760412990078627,-0.0250934431387437,0.732113522577443,0.00320602436243955,0.745557567005266,-0.0102380200653829,0.734753653781549,0.000565893158333552,0.735541972164412,-0.000222425224528755,0.744007332615197,-0.00868778567531392,0.747293132636465,-0.0119735856965819,0.744542280498935,-0.00922273355905212,0.741111160685482,-0.00579161374559889,0.734602586852214,0.000716960087669305,0.738389722275767,-0.00307017533588416,0.738802376591066,-0.00348282965118318
"Hooded Robin",0.565555872879721,0.687219807120014,-0.121663934240293,0.57425865110904,-0.00870277822931831,0.575558692667924,-0.0100028197882029,0.566623568320401,-0.00106769544068008,0.57370485678507,-0.00814898390534913,0.570512420931328,-0.00495654805160661,0.566894621250927,-0.00133874837120551,0.564954259616651,0.000601613263070622,0.565031166253512,0.000524706626208848,0.576341848786155,-0.0107859759064342,0.5655127477121,4.31251676208388e-05,0.563744272182938,0.00181160069678343
"Flame Robin",0.634790023752492,0.635292894633594,-0.000502870881101347,0.631641293396592,0.00314873035590024,0.633627024302681,0.00116299944981146,0.635200516480492,-0.000410492727999534,0.637540202900301,-0.00275017914780884,0.632217303077522,0.00257272067497072,0.636007414310265,-0.00121739055777259,0.641833261751273,-0.00704323799878048,0.632272449741275,0.00251757401121688,0.626597037631941,0.00819298612055119,0.63079248452869,0.00399753922380208,0.632124056580713,0.00266596717177958
