"species","dev_full","dev_no_FRic","unique_FRic","dev_no_FEve","unique_FEve","dev_no_FDiv","unique_FDiv","dev_no_wooddensity_cwm","unique_wooddensity_cwm","dev_no_LA_cwm","unique_LA_cwm","dev_no_height_cwm","unique_height_cwm","dev_no_sp_richness","unique_sp_richness","dev_no_pielou_evenness","unique_pielou_evenness","dev_no_gini_simpson","unique_gini_simpson","dev_no_cover","unique_cover","dev_no_mean_fhd","unique_mean_fhd","dev_no_prop_canopy","unique_prop_canopy"
"Pacific Baza",0.269006118857897,0.26521353628003,0.00379258257786663,0.268264177869464,0.000741940988433165,0.268026521229984,0.000979597627912943,0.262894705698881,0.0061114131590162,0.253690884679086,0.0153152341788107,0.263319152880258,0.00568696597763918,0.243898799328664,0.0251073195292331,0.25964818461806,0.00935793423983661,0.262754097073246,0.00625202178465084,0.265384776613861,0.0036213422440361,0.263084881634403,0.00592123722349414,0.254907419578806,0.0140986992790905
"Red-winged Parrot",0.672848231024321,0.702695885617269,-0.0298476545929481,0.680712416148462,-0.00786418512414089,0.676088567919244,-0.0032403368949222,0.69238105710974,-0.0195328260854188,0.671882585176517,0.000965645847803898,0.673810162920096,-0.000961931895774648,0.674947032876142,-0.00209880185182021,0.674660359461893,-0.00181212843757128,0.678047442181012,-0.00519921115669109,0.674586412692032,-0.001738181667711,0.674565828695068,-0.00171759767074675,0.666972596516446,0.00587563450787532
"Rockwarbler",0.575986893466996,0.582513543338758,-0.00652664987176177,0.580810567687067,-0.00482367422007013,0.578335800980289,-0.00234890751329264,0.569665982281507,0.0063209111854895,0.596488097300389,-0.0205012038333924,0.574346240569844,0.00164065289715287,0.578020436995321,-0.00203354352832497,0.571459855719268,0.00452703774772878,0.573536510120662,0.00245038334633485,0.577279176618458,-0.00129228315146135,0.583704049107541,-0.0077171556405442,0.57800304544286,-0.00201615197586302
"Crested Bellbird",0.641575727906976,0.682097288987878,-0.0405215610809022,0.642825566193898,-0.00124983828692227,0.646570775603072,-0.00499504769609616,0.641024815454577,0.000550912452399466,0.666900947072862,-0.0253252191658855,0.661281611469356,-0.0197058835623796,0.664552530644021,-0.0229768027370445,0.641638866227142,-6.3138320166134e-05,0.644761978652034,-0.00318625074505818,0.643006123064434,-0.00143039515745769,0.673090084218403,-0.0315143563114266,0.638344756668066,0.00323097123891058
"Masked Woodswallow",0.367908241616199,0.508118583689397,-0.140210342073198,0.377644870630658,-0.00973662901445893,0.402407934873242,-0.0344996932570424,0.358212813112215,0.00969542850398453,0.391024992894817,-0.0231167512786177,0.338901499712165,0.0290067419040339,0.366548468346037,0.00135977327016162,0.388100892844171,-0.0201926512279721,0.368676646746788,-0.000768405130588456,0.364832691043277,0.00307555057292208,0.360396901984071,0.00751133963212786,0.367844944802964,6.32968132349143e-05
"Square-tailed Kite",0.0920467795764417,0.112158261123964,-0.0201114815475223,0.0989240376628217,-0.00687725808637997,0.0897968883677474,0.00224989120869433,0.0892770122969814,0.00276976727946032,0.104382582126349,-0.0123358025499069,0.109937254452093,-0.0178904748756514,0.0911087726080462,0.000938006968395466,0.107356276579408,-0.0153094970029664,0.114452309859091,-0.0224055302826493,0.0925715869868882,-0.000524807410446554,0.107983513932433,-0.0159367343559912,0.0855848952808013,0.00646188429564036
"White-fronted Chat",0.0856396616098333,0.228092477274863,-0.142452815665029,-0.0275242668543734,0.113163928464207,0.0844942346235335,0.00114542698629976,0.163891085319356,-0.078251423709523,0.0970424554797565,-0.0114027938699232,0.169320651889348,-0.0836809902795143,0.0882505334085764,-0.00261087179874307,0.133430674847252,-0.0477910132374182,-0.114016662364261,0.199656323974095,0.104679709385822,-0.0190400477759886,-0.0952563996663455,0.180896061276179,0.103269879941378,-0.017630218331545
"Rose-crowned Fruit-Dove",0.613086565287931,0.644436846655357,-0.0313502813674259,0.582348572872984,0.0307379924149475,0.644442579471616,-0.0313560141836849,0.566873551236294,0.0462130140516375,0.60734720044866,0.00573936483927062,0.565764886413897,0.0473216788740343,0.55630681191357,0.0567797533743608,0.605394166923151,0.00769239836477964,0.595761660353448,0.0173249049344827,0.5928483552247,0.0202382100632306,0.616611792063287,-0.00352522677535594,0.612301304010549,0.000785261277382321
"Pallid Cuckoo",0.237588071287399,0.213083005033409,0.0245050662539901,0.235288773954441,0.00229929733295853,0.232047484282543,0.0055405870048558,0.226479074536507,0.0111089967508925,0.229555085488417,0.00803298579898187,0.26560711538107,-0.0280190440936706,0.237869013488733,-0.000280942201333345,0.235574151700697,0.00201391958670169,0.237839075024099,-0.000251003736699867,0.245258872953011,-0.00767080166561221,0.235889396192657,0.00169867509474192,0.220436148380027,0.0171519229073726
"Little Eagle",0.127445017205329,0.135438863275683,-0.00799384607035372,0.125513923101825,0.00193109410350442,0.12864046311043,-0.0011954459051014,0.132416616501835,-0.00497159929650626,0.127444410550941,6.06654387946826e-07,0.12857961396697,-0.00113459676164077,0.134535774187877,-0.00709075698254752,0.128511298885473,-0.00106628168014383,0.128604634578799,-0.00115961737347028,0.127795905571999,-0.00035088836667041,0.130957862858102,-0.00351284565277274,0.128291496972463,-0.000846479767133923
"Red-browed Treecreeper",0.55097383074544,0.567350922982761,-0.0163770922373214,0.544362950407249,0.00661088033819091,0.542646872905564,0.0083269578398758,0.555347812803544,-0.00437398205810369,0.543800151701771,0.00717367904366917,0.552679245190905,-0.00170541444546468,0.55152113954426,-0.000547308798820256,0.541785633547888,0.00918819719755148,0.552798522283657,-0.00182469153821729,0.540629236385701,0.0103445943597389,0.537677408831599,0.013296421913841,0.547687906296779,0.00328592444866083
"Chestnut-breasted Munia",-0.482438815423659,-0.516583426109234,0.0341446106855742,-0.503730738196549,0.0212919227728897,-0.485092370916967,0.00265355549330776,-0.472677956379844,-0.00976085904381552,-0.49224626644321,0.00980745101955072,-0.481417457016255,-0.00102135840740458,-0.597841652397819,0.11540283697416,-0.502939552478597,0.0205007370549379,-0.532614199815343,0.0501753843916832,-0.480546910611815,-0.0018919048118447,-0.421955123992219,-0.0604836914314406,-0.552796372125468,0.0703575567018085
"Mangrove Gerygone",0.488532105301749,0.507920164497105,-0.0193880591953556,0.440931503542084,0.0476006017596652,0.509977539180054,-0.0214454338783053,0.486197486966048,0.00233461833570142,0.492404726730822,-0.00387262142907258,0.438418990820453,0.0501131144812965,0.493829393289803,-0.00529728798805429,0.445945848579512,0.0425862567222374,0.458568581487458,0.0299635238142906,0.495279786933338,-0.00674768163158901,0.495439318705007,-0.00690721340325751,0.494454253658607,-0.00592214835685739
"Glossy Black-Cockatoo",0.121127620390639,0.0853135657254264,0.035814054665213,0.0903159828409349,0.0308116375497045,0.113194819620811,0.00793280076982868,0.125046003573228,-0.00391838318258829,0.128809363019587,-0.0076817426289477,0.104422619910806,0.0167050004798337,0.115329743633954,0.00579787675668544,0.138352606037477,-0.0172249856468373,0.129988917393238,-0.00886129700259873,0.116508588354787,0.00461903203585283,0.12408069558684,-0.00295307519620081,0.114579850918543,0.00654776947209613
"Inland Thornbill",0.707992332259509,0.721246600271267,-0.0132542680117579,0.71457437389392,-0.00658204163441067,0.709922820191842,-0.00193048793233286,0.70651679480202,0.00147553745748918,0.712112654913062,-0.00412032265355344,0.713405577273079,-0.00541324501356999,0.709020605076936,-0.00102827281742679,0.712345536937915,-0.00435320467840605,0.713137157376762,-0.00514482511725356,0.707902249980319,9.00822791893852e-05,0.713594303424587,-0.00560197116507843,0.709686858439306,-0.00169452617979748
"Pacific Emerald Dove",0.376363161167703,0.388231303185318,-0.0118681420176149,0.374559059151865,0.00180410201583781,0.372074379166439,0.00428878200126337,0.371292704830875,0.00507045633682757,0.378392116839871,-0.00202895567216854,0.378976199843728,-0.00261303867602558,0.384768017329952,-0.00840485616224929,0.380215028268633,-0.00385186710092972,0.378935239421599,-0.00257207825389638,0.373123743092985,0.00323941807471834,0.381447102774686,-0.00508394160698278,0.37792601276136,-0.00156285159365743
"Wompoo Fruit-Dove",0.725818702684544,0.742778658224284,-0.0169599555397406,0.721653641486821,0.0041650611977232,0.710677588799859,0.0151411138846848,0.720493447446223,0.0053252552383205,0.710646877318446,0.015171825366098,0.719995580599875,0.00582312208466862,0.725268463120741,0.000550239563802957,0.722803274558132,0.00301542812641131,0.724453099259453,0.00136560342509073,0.723585645559067,0.0022330571254765,0.726783442609685,-0.000964739925141456,0.7176013424292,0.00821736025534348
"Australian Spectacled Monarch",0.599378841436679,0.620174990853375,-0.0207961494166962,0.596403709291445,0.00297513214523459,0.602810933144574,-0.00343209170789449,0.602733245707111,-0.00335440427043154,0.601543618546929,-0.00216477711024965,0.596336955879848,0.00304188555683149,0.601018198635753,-0.00163935719907427,0.59624704527616,0.00313179616051895,0.595495076079639,0.00388376535703983,0.601201954584943,-0.00182311314826333,0.600276501092878,-0.000897659656198369,0.601194043755401,-0.0018152023187219
"Superb Parrot",0.380956519248949,0.590444874732225,-0.209488355483277,0.405136700694699,-0.0241801814457505,0.376061651419957,0.00489486782899168,0.333078688139435,0.0478778311095139,0.377946146719075,0.00301037252987391,0.37794101484718,0.00301550440176884,0.400826647158651,-0.0198701279097026,0.377921517143702,0.00303500210524665,0.382014627353229,-0.00105810810428053,0.377892459909684,0.00306405933926468,0.342335785162427,0.038620734086522,0.376723007575792,0.00423351167315689
"Powerful Owl",0.415649781740548,0.445811389372437,-0.0301616076318886,0.411413499325332,0.00423628241521606,0.410111895531952,0.00553788620859597,0.410680197686499,0.00496958405404918,0.452482859490032,-0.0368330777494832,0.464519267600835,-0.0488694858602866,0.448776722212439,-0.0331269404718904,0.416258224908113,-0.000608443167564199,0.45894714591728,-0.0432973641767318,0.466501005804801,-0.0508512240642526,0.415802412503369,-0.000152630762821016,0.41551823073901,0.000131551001538055
"Noisy Pitta",0.477510192691786,0.519823717994049,-0.0423135253022637,0.480221814414177,-0.00271162172239103,0.488322912487946,-0.0108127197961599,0.477922976562513,-0.000412783870727185,0.476796975868529,0.000713216823256535,0.490278518350724,-0.0127683256589379,0.469256595936723,0.00825359675506226,0.48332979632382,-0.00581960363203388,0.488179178410083,-0.010668985718297,0.477615263055768,-0.00010507036398183,0.478318810545879,-0.000808617854093086,0.485548834102202,-0.00803864141041605
"Diamond Firetail",0.665474676747239,0.689143455916282,-0.0236687791690429,0.668758005581996,-0.00328332883475613,0.669480022398639,-0.00400534565139921,0.672570223171625,-0.00709554642438515,0.68059373013903,-0.0151190533917901,0.666132203280345,-0.000657526533105912,0.677099808671798,-0.0116251319245584,0.66701325823293,-0.00153858148569097,0.667819035303222,-0.00234435855598292,0.673698552097779,-0.00822387535053937,0.66571141318941,-0.000236736442170926,0.668045260954342,-0.00257058420710243
"Southern Emuwren",0.675564395348956,0.682105097594145,-0.00654070224518843,0.677140081366409,-0.00157568601745217,0.680627365586081,-0.00506297023712421,0.678149371586451,-0.00258497623749487,0.672496049421159,0.00306834592779703,0.661321826981671,0.0142425683672852,0.675907733006344,-0.000343337657387921,0.683972042232861,-0.00840764688390438,0.682023173484119,-0.00645877813516249,0.679126899938516,-0.00356250458955931,0.680025252559748,-0.00446085721079137,0.675358251522185,0.000206143826771643
"White-browed Babbler",0.696022636450037,0.752373227975817,-0.05635059152578,0.698812532764102,-0.00278989631406501,0.700205020707871,-0.00418238425783413,0.702818340314113,-0.00679570386407602,0.685458346872267,0.0105642895777702,0.677648190949796,0.0183744455002414,0.696415610486923,-0.000392974036886207,0.696852805861602,-0.000830169411565329,0.701018373593105,-0.00499573714306767,0.694821838110244,0.00120079833979314,0.688161865424097,0.00786077102594052,0.635347747068798,0.0606748893812392
"Chestnut-rumped Thornbill",0.781090918979433,0.784163879563071,-0.00307296058363826,0.780956249058944,0.000134669920489272,0.782099704025242,-0.00100878504580881,0.781202769371873,-0.000111850392440105,0.783137891183732,-0.00204697220429928,0.780689616933133,0.000401302046299845,0.7807224446367,0.000368474342733238,0.780186702131737,0.000904216847695594,0.780712661773732,0.000378257205700505,0.774246966367546,0.00684395261188708,0.662438749059795,0.118652169919638,0.775396817258682,0.0056941017207508
"White-browed Woodswallow",0.317385067077296,0.411001777965671,-0.093616710888376,0.310324469254781,0.0070605978225145,0.325150951087237,-0.00776588400994099,0.361967777635224,-0.0445827105579289,0.32197861863679,-0.00459355155949426,0.366708800229009,-0.0493237331517131,0.322839390029664,-0.00545432295236808,0.321829215259967,-0.00444414818267119,0.306829617815081,0.0105554492622148,0.332745288697014,-0.0153602216197181,0.331836812206133,-0.0144517451288372,0.369373313505838,-0.051988246428542
"Forest Raven",0.357343189330475,0.576606841648187,-0.219263652317712,0.375562676343844,-0.0182194870133692,0.365827631155629,-0.00848444182515334,0.362954069092888,-0.00561087976241303,0.363689772804513,-0.00634658347403821,0.36451754587751,-0.00717435654703502,0.358157503751316,-0.000814314420840789,0.361679931603291,-0.00433674227281544,0.362479173149178,-0.005135983818703,0.365511633923251,-0.00816844459277616,0.378613566186316,-0.0212703768558409,0.369488488099795,-0.0121452987693202
"White-bellied Cuckooshrike",0.340679010921847,0.347550167425372,-0.0068711565035246,0.342775068760767,-0.00209605783891975,0.343601524677702,-0.00292251375585445,0.344046647098256,-0.00336763617640823,0.347356061920412,-0.00667705099856447,0.349841882942158,-0.00916287202031035,0.340754612431463,-7.56015096157747e-05,0.342801667399361,-0.00212265647751397,0.344055573032151,-0.00337656211030368,0.340856985645795,-0.000177974723947094,0.341685192820851,-0.00100618189900359,0.340470958392813,0.000208052529034608
"Emu",0.621922859250506,0.69047788044772,-0.0685550211972137,0.633780220823521,-0.0118573615730142,0.650836203093287,-0.0289133438427808,0.6128945677531,0.00902829149740658,0.621380226155343,0.000542633095163447,0.638532145009409,-0.0166092857589024,0.639819836502587,-0.0178969772520809,0.643988482910656,-0.0220656236601492,0.622404148454729,-0.000481289204223079,0.62169819068392,0.000224668566586539,0.592721720861984,0.0292011383885225,0.618610045022568,0.00331281422793828
"Australian Boobook",0.444540132635434,0.450322825699222,-0.00578269306378815,0.444255629408267,0.000284503227167165,0.445553115885942,-0.0010129832505078,0.445070375549447,-0.000530242914012158,0.444763314056037,-0.000223181420602292,0.44185925900189,0.00268087363354463,0.445652385686755,-0.00111225305132051,0.446566353673794,-0.00202622103836003,0.441407145765137,0.00313298687029739,0.444229508692482,0.00031062394295206,0.444767072377647,-0.000226939742212773,0.444026386037752,0.000513746597682829
"Scarlet Robin",0.49793313490084,0.503595805072097,-0.00566267017125754,0.485351405843654,0.0125817290571855,0.495247646086199,0.00268548881464076,0.503161400113544,-0.00522826521270436,0.493884626538595,0.00404850836224491,0.497068732353068,0.000864402547771093,0.498694624121097,-0.000761489220257427,0.500145118824546,-0.00221198392370692,0.500084435139784,-0.00215130023894405,0.497381031054698,0.000552103846141738,0.497836441795036,9.66931058038467e-05,0.49961471061635,-0.00168157571551075
"Bassian Thrush",0.526838884198019,0.523234360662987,0.00360452353503193,0.520518973669571,0.00631991052844871,0.518454653112443,0.00838423108557651,0.517879821139297,0.00895906305872207,0.516702159042118,0.0101367251559016,0.521319966726457,0.00551891747156252,0.521332082106852,0.00550680209116705,0.526884640648966,-4.57564509467323e-05,0.518565350027004,0.00827353417101551,0.510541321159461,0.0162975630385583,0.519957566560377,0.0068813176376421,0.521756993616079,0.00508189058194075
"Collared Sparrowhawk",0.0652692316766992,0.0671616610054584,-0.00189242932875927,0.0656935789257638,-0.000424347249064608,0.0673426595861518,-0.00207342790945264,0.0656320356204296,-0.00036280394373045,0.0650211873925911,0.000248044284108032,0.0620599335999662,0.00320929807673295,0.0667973211567454,-0.00152808948004622,0.0651781021020851,9.11295746140461e-05,0.0699875451276215,-0.00471831345092237,0.0656052739994729,-0.000336042322773775,0.0657045305521338,-0.000435298875434614,0.0652212988854999,4.79327911993149e-05
"Cockatiel",0.49289186441874,0.596662429329579,-0.103770564910839,0.498511194361477,-0.00561932994273706,0.499909147831779,-0.00701728341303914,0.494233478234023,-0.00134161381528314,0.463041003341004,0.029850861077736,0.47945106994411,0.0134407944746303,0.485796696301913,0.00709516811682642,0.48828295978157,0.00460890463716973,0.479375854773224,0.0135160096455155,0.49515181226692,-0.00225994784818023,0.484363268517834,0.00852859590090616,0.482965596325188,0.00992626809355168
"Western Gerygone",0.515284754340418,0.604503419787232,-0.0892186654468147,0.52586832417029,-0.0105835698298724,0.512635031562682,0.00264972277773534,0.523734320985519,-0.00844956664510166,0.508605305747499,0.00667944859291925,0.514550793191221,0.00073396114919666,0.520472606930501,-0.0051878525900837,0.519245063783301,-0.00396030944288339,0.520271255635714,-0.00498650129529632,0.50684623132943,0.00843852301098769,0.513267926977567,0.00201682736285091,0.512970791076954,0.00231396326346378
"Regent Bowerbird",0.608421777960541,0.656665296905436,-0.0482435189448948,0.591150493706648,0.0172712842538937,0.591550432535251,0.0168713454252903,0.606598928614355,0.00182284934618582,0.601833661553266,0.00658811640727475,0.588700180021106,0.0197215979394347,0.608390072315746,3.17056447949327e-05,0.61096834049689,-0.00254656253634833,0.610877982579553,-0.00245620461901219,0.609011520592921,-0.000589742632379764,0.607079661443393,0.00134211651714811,0.595582201272499,0.0128395766880419
"Gang-gang Cockatoo",0.499081304332909,0.504667152110522,-0.00558584777761334,0.527705747412614,-0.0286244430797054,0.495140807545756,0.00394049678715253,0.495085138372587,0.00399616596032176,0.4784496519433,0.0206316523896085,0.466672058196203,0.0324092461367061,0.481596013335752,0.0174852909971572,0.497323349730049,0.00175795460285977,0.498561464692727,0.000519839640182207,0.466292920301057,0.0327883840318515,0.49200012372024,0.00708118061266844,0.502258279426355,-0.00317697509344644
"Australian Logrunner",0.64066726249439,0.729380449812531,-0.0887131873181416,0.629505252094471,0.0111620103999183,0.616692520885029,0.0239747416093603,0.629169343249012,0.0114979192453774,0.608428026223834,0.0322392362705559,0.640108450462883,0.000558812031506428,0.643210647616904,-0.00254338512251495,0.625578374778454,0.0150888877159358,0.640362916665725,0.000304345828664565,0.628317496691732,0.0123497658026579,0.639887797533356,0.000779464961033871,0.627759344273676,0.0129079182207137
"Varied Triller",0.583808615412842,0.618155753306082,-0.0343471378932398,0.584841118323655,-0.00103250291081303,0.583255122105942,0.000553493306899466,0.583565339731674,0.000243275681167554,0.583952348515128,-0.000143733102286214,0.581646834946058,0.00216178046678361,0.579534955310621,0.00427366010222063,0.583810700377403,-2.08496456177709e-06,0.58379745032475,1.11650880917358e-05,0.585149638881977,-0.00134102346913556,0.581426993348752,0.00238162206409009,0.581552406723734,0.00225620868910736
"Purple-backed Fairywren",0.172001181750494,0.377311141938461,-0.205309960187967,0.171476000469062,0.00052518128143203,0.170688977625228,0.00131220412526609,0.119697601809559,0.0523035799409348,0.206272894834458,-0.0342717130839635,0.156408828081362,0.0155923536691324,0.170744802622964,0.0012563791275306,0.347904444780681,-0.175903263030187,0.350679656642876,-0.178678474892382,0.0570671066405357,0.114934075109958,0.156696105513076,0.0153050762374182,0.175024350807446,-0.00302316905695177
"Speckled Warbler",0.61066108523614,0.597992063677197,0.012669021558943,0.597395735207484,0.0132653500286563,0.59679211898985,0.0138689662462904,0.599654696330126,0.0110063889060144,0.606400776869536,0.00426030836660352,0.608861557856113,0.00179952738002698,0.596990786071254,0.0136702991648864,0.597080476749189,0.0135806084869509,0.599104806157612,0.0115562790785279,0.606081868829339,0.00457921640680092,0.597064072161379,0.013597013074761,0.596598433380802,0.0140626518553376
"Peregrine Falcon",0.167062214137836,0.169090413819341,-0.0020281996815045,0.170347969715711,-0.003285755577875,0.170737298577416,-0.00367508443957959,0.175235980825001,-0.00817376668716457,0.175859228245217,-0.00879701410738101,0.171898294621452,-0.00483608048361608,0.17128858781586,-0.00422637367802406,0.172331103496804,-0.00526888935896802,0.171038751391696,-0.00397653725385991,0.171271180158495,-0.0042089660206584,0.172038543012084,-0.00497632887424787,0.168452901572683,-0.00139068743484713
"Gray Goshawk",0.136065557422828,0.141037734841876,-0.00497217741904865,0.137183115988189,-0.00111755856536161,0.137727621342669,-0.00166206391984131,0.132813187901497,0.00325236952133109,0.139031272530142,-0.00296571510731455,0.137739689151832,-0.00167413172900438,0.133672248722132,0.00239330870069523,0.14051287179418,-0.00444731437135287,0.13812164103482,-0.00205608361199194,0.135371483871919,0.000694073550908531,0.141505410326753,-0.00543985290392501,0.136221556425246,-0.000155999002418639
"Red-backed Fairywren",0.779687070781405,0.781869667709594,-0.0021825969281889,0.782334814872564,-0.00264774409115964,0.775806885620241,0.00388018516116329,0.773288692941305,0.00639837784009989,0.779315669541494,0.000371401239910529,0.776035798568265,0.00365127221313932,0.775498341324398,0.0041887294570071,0.777836834474515,0.0018502363068893,0.779349587744408,0.000337483036996211,0.777528229309265,0.00215884147213918,0.785449664316739,-0.00576259353533459,0.774588839559801,0.00509823122160358
"Australian Owlet-nightjar",0.40225798844458,0.416533090430961,-0.0142751019863808,0.402207884132114,5.01043124662703e-05,0.401646084869407,0.000611903575172767,0.405078176950029,-0.00282018850544846,0.402488531158784,-0.000230542714204418,0.402950302371518,-0.000692313926938359,0.403609852002069,-0.00135186355748929,0.401508903238042,0.000749085206538269,0.397968085937469,0.00428990250711081,0.404928387621431,-0.00267039917685136,0.400814795763867,0.00144319268071347,0.402016438964389,0.000241549480190617
"Yellow-tufted Honeyeater",0.656539422324127,0.65746093206035,-0.000921509736223847,0.659537452281833,-0.00299802995770604,0.663059666142497,-0.00652024381837013,0.66013863090476,-0.00359920858063323,0.652935173068597,0.00360424925552905,0.663607619355989,-0.00706819703186268,0.654165385418722,0.00237403690540483,0.657013122903438,-0.000473700579311953,0.639337996171056,0.0172014261530705,0.622208807536532,0.0343306147875948,0.64141167970836,0.0151277426157667,0.643399430266788,0.0131399920573387
"Horsfield's Bronze-Cuckoo",0.257422579389631,0.287726375954297,-0.0303037965646666,0.262019572173534,-0.00459699278390335,0.258001767239271,-0.000579187849640894,0.25801426226793,-0.000591682878299249,0.258612456398331,-0.00118987700870021,0.260252523789226,-0.00282994439959511,0.258169662255152,-0.000747082865520998,0.25558756276184,0.00183501662779095,0.25743486889955,-1.22895099191611e-05,0.253687689070203,0.00373489031942759,0.259047252888682,-0.00162467349905099,0.255837989646253,0.00158458974337805
"Sahul Brush Cuckoo",0.351549265408116,0.358828304305873,-0.00727903889775688,0.349221519102105,0.00232774630601068,0.356414870274033,-0.0048656048659167,0.352198367949863,-0.000649102541747049,0.347938514453796,0.00361075095432006,0.350906114747764,0.000643150660351366,0.352010115181314,-0.000460849773197824,0.351221328293664,0.000327937114451449,0.348306137493999,0.00324312791411718,0.351895665213348,-0.000346399805232322,0.344663453396145,0.00688581201197064,0.350785656990075,0.000763608418041295
"Pheasant Coucal",0.422399999794497,0.434654551020336,-0.0122545512258393,0.421807489882989,0.000592509911507666,0.427532037671826,-0.00513203787732947,0.424278797678294,-0.00187879788379752,0.420482477711092,0.00191752208340457,0.426658159774238,-0.00425815997974127,0.40586548660038,0.0165345131941166,0.421685057781541,0.000714942012955411,0.423700258371856,-0.00130025857735971,0.42355886403128,-0.00115886423678341,0.423586691230503,-0.00118669143600636,0.428589577573128,-0.00618957777863144
"Gray-crowned Babbler",0.634368004863605,0.674194681816767,-0.0398266769531623,0.620722498011002,0.0136455068526035,0.646664522043395,-0.0122965171797897,0.646747532492473,-0.0123795276288677,0.623807172103463,0.0105608327601422,0.636277652571312,-0.00190964770770718,0.637593770801283,-0.0032257659376782,0.645476383933699,-0.011108379070094,0.646298848889043,-0.0119308440254381,0.64917580996588,-0.0148078051022754,0.641324095409539,-0.0069560905459336,0.641463232983718,-0.00709522812011254
"Red-capped Robin",0.596667057590446,0.699819742313498,-0.103152684723052,0.593544761996766,0.00312229559368027,0.604433915627868,-0.00776685803742161,0.591904643394647,0.00476241419579915,0.594127037380246,0.0025400202102005,0.593479688482882,0.00318736910756423,0.594218510152394,0.00244854743805234,0.596604335800204,6.27217902419153e-05,0.603441460837672,-0.00677440324722611,0.596478988672115,0.000188068918331341,0.589562403150586,0.0071046544398603,0.593546485540488,0.00312057204995864
"Fuscous Honeyeater",0.786731772988086,0.797865571724084,-0.011133798735998,0.786167052420896,0.000564720567189814,0.788242554354462,-0.00151078136637672,0.786446272414317,0.000285500573768416,0.782622998953988,0.00410877403409726,0.786134313564588,0.000597459423498092,0.785922452766765,0.000809320221320298,0.785685277655782,0.00104649533230394,0.786794278190706,-6.25052026199668e-05,0.774284576894608,0.0124471960934774,0.782085446097725,0.00464632689036071,0.780667833491977,0.00606393949610873
"Australian Hobby",0.0800282712744066,0.0824010591853756,-0.00237278791096909,0.080234800143153,-0.000206528868746447,0.0799351039538181,9.31673205884082e-05,0.0792788669891631,0.000749404285243463,0.0802347257586317,-0.000206454484225155,0.0859785537652336,-0.00595028249082702,0.0825240668461522,-0.00249579557174565,0.0743207242545261,0.00570754701988048,0.0799350145266619,9.32567477446716e-05,0.0799329839659091,9.52873084974493e-05,0.0800286348754563,-3.6360104974098e-07,0.0796141377561333,0.000414133518273296
"Varied Sittella",0.180601774597813,0.17935262411362,0.00124915048419377,0.176847338427995,0.00375443616981788,0.178661383973012,0.00194039062480167,0.181378226089212,-0.000776451491399072,0.183257264650724,-0.00265549005291088,0.168096050331865,0.0125057242659488,0.177964433333667,0.00263734126414619,0.180927129570939,-0.000325354973125996,0.175905368145404,0.00469640645240901,0.17833169850554,0.00227007609227312,0.165956634715241,0.0146451398825724,0.184108705349166,-0.00350693075135219
"Brahminy Kite",0.485755090529569,0.528689292231792,-0.0429342017022224,0.487199301335361,-0.00144421080579149,0.487021333954102,-0.00126624342453258,0.485453766801072,0.000301323728497283,-0.424654135863334,0.910409226392903,0.488221450354467,-0.00246635982489735,0.485576052993436,0.00017903753613363,0.489144244173348,-0.00338915364377834,0.485987236266576,-0.000232145737006639,0.48684910886412,-0.00109401833455047,0.486014837438142,-0.000259746908573,0.488288916552827,-0.00253382602325797
"White-throated Needletail",0.350581865398817,0.374737956334641,-0.024156090935824,0.355603104814328,-0.00502123941551114,0.350795260085727,-0.000213394686909674,0.340782557916207,0.00979930748260965,0.352418916375972,-0.00183705097715542,0.350326705805133,0.00025515959368394,0.346307361362142,0.00427450403667495,0.344370169618906,0.00621169577991076,0.351187408385872,-0.000605542987055008,0.333718973442414,0.0168628919564029,0.350184345992167,0.00039751940664956,0.348775799149543,0.00180606624927415
"White-winged Triller",0.440966302733301,0.514693777835426,-0.0737274751021247,0.446161023926051,-0.00519472119274988,0.438290813011033,0.00267548972226789,0.436059111257208,0.00490719147609364,0.433952953352618,0.00701334938068315,0.434004563583433,0.00696173914986853,0.434278740056265,0.0066875626770363,0.448369506841745,-0.00740320410844353,0.443360175222587,-0.00239387248928596,0.441031674369763,-6.53716364614754e-05,0.433642620460326,0.0073236822729752,0.434213410472718,0.00675289226058279
"Australian Ringneck",0.621850684474742,0.71300966084286,-0.0911589763681184,0.627828824943751,-0.0059781404690098,0.657292945638177,-0.0354422611634357,0.632972146740118,-0.0111214622653765,0.724745151174799,-0.102894466700057,0.71233256772581,-0.0904818832510685,0.651061605600042,-0.0292109211253008,0.641779859770785,-0.0199291752960433,0.63704082865803,-0.0151901441832882,0.625532866677912,-0.00368218220317051,0.683447349919082,-0.0615966654443407,0.641197484624468,-0.019346800149726
"Brown Falcon",0.154138727559761,0.150082573962794,0.00405615359696757,0.155446026198786,-0.00130729863902423,0.154780314457334,-0.000641586897573043,0.15288489305555,0.00125383450421121,0.15478019430967,-0.00064146674990917,0.13684325675947,0.0172954708002912,0.159507767431623,-0.00536903987186191,0.154780274963086,-0.000641547403324894,0.153860442456254,0.000278285103506942,0.155063021485241,-0.00092429392547988,0.15623171257476,-0.00209298501499861,0.15434473598345,-0.000206008423688425
