"species","dev_full","dev_base","dev_no_fd","dev_no_cwm","dev_no_rich","dev_no_struct","unique_total_veg","unique_fd","unique_cwm","unique_richness","unique_structure","dev_no_land","unique_landscape"
"Striped Honeyeater",0.550238927368077,0.549264780285182,0.55166876679691,0.550226105183307,0.550187581875558,0.544177995633712,0.000974147082894783,-0.00142983942883357,1.28221847691679e-05,5.13454925185064e-05,0.00606093173436495,0.38497595623509,0.165262971132986
"Double-barred Finch",0.590200363488811,0.572514541154962,0.590253950658314,0.592085744161477,0.589890169050106,0.589039538758796,0.0176858223338493,-5.35871695029888e-05,-0.00188538067266575,0.000310194438704947,0.001160824730015,0.320284469446899,0.287373963856244
"Tawny Frogmouth",0.206669277410871,0.220298212568008,0.241612930883291,0.197202605563359,0.208785029429226,0.201289414872519,-0.013628935157138,-0.0349436534724201,0.00946667184751165,-0.00211575201835509,0.00537986253835149,0.169667121396353,0.0370021560145177
"Green Catbird",0.550466678327985,0.582329327999861,0.610463669233362,0.548782868629012,0.555096864849377,0.544699188401035,-0.0318626496718769,-0.0599969909053774,0.00168380969897264,-0.00463018652139258,0.00576748992694931,0.476138113438097,0.0743285648898877
"Swamp Harrier",0.239206042653367,0.481235186996244,0.481606261118888,0.238854781608406,0.23867141543689,0.242317127808179,-0.242029144342877,-0.242400218465521,0.000351261044960777,0.000534627216476902,-0.00311108515481143,0.200359538331249,0.0388465043221186
"Brown Goshawk",0.129225416463678,0.126653808368686,0.12926307527272,0.131744933854689,0.129257108270076,0.126839111655845,0.00257160809499182,-3.76588090422736e-05,-0.00251951739101128,-3.16918063981431e-05,0.00238630480783361,0.108244018422066,0.020981398041612
"Shining Bronze-Cuckoo",0.252803767359059,0.265045524056075,0.260537440896753,0.25262537804756,0.251899215640194,0.252698349433512,-0.012241756697016,-0.00773367353769389,0.000178389311498772,0.000904551718865221,0.000105417925547358,0.195108839251246,0.0576949281078134
"Jacky-winter",0.516433968287804,0.608128405318042,0.602602731434511,0.507106011107486,0.514683554930706,0.516038168417329,-0.0916944370302376,-0.086168763146707,0.00932795718031809,0.00175041335709847,0.000395799870475888,0.315078721059568,0.201355247228236
"Dusky Woodswallow",0.476621119645675,0.451556935551639,0.488511296422023,0.468526131268272,0.480402357755213,0.465078746554127,0.0250641840940365,-0.0118901767763477,0.00809498837740341,-0.0037812381095379,0.0115423730915487,0.256194794537045,0.22042632510863
"Wedge-tailed Eagle",0.245056684716947,0.263731943869163,0.269949589534812,0.246526658800659,0.243346361317968,0.251580246510177,-0.018675259152216,-0.0248929048178645,-0.00146997408371144,0.00171032339897967,-0.00652356179322958,0.174390180527167,0.0706665041897806
"Australian Pipit",0.243987862698734,0.397879741001252,0.41308694529223,0.237035537812116,0.218886328522976,0.237714587983866,-0.153891878302517,-0.169099082593496,0.00695232488661848,0.0251015341757587,0.0062732747148683,0.0842513820551034,0.159736480643631
"Black-faced Monarch",0.629137191450975,0.631578645297657,0.643110976060805,0.619084075650451,0.621837013085723,0.627684875944088,-0.00244145384668126,-0.0139737846098299,0.010053115800524,0.00730017836525265,0.00145231550688762,0.583249908925782,0.0458872825251929
"Osprey",0.46103001710176,0.48570859928096,0.484571702421549,0.453589085622114,0.45543778960206,0.46039209988457,-0.0246785821792004,-0.0235416853197892,0.00744093147964525,0.00559222749969923,0.00063791721718931,0.35306126244989,0.107968754651869
"Rainbow Bee-eater",0.561153578502867,0.565533443716386,0.580273348673129,0.554946032238379,0.547260800588391,0.553008117836904,-0.00437986521351963,-0.0191197701702629,0.00620754626448716,0.0138927779144755,0.00814546066596289,0.270376700118042,0.290776878384825
"Common Bronzewing",0.474883319912449,0.51303270351053,0.514891810109723,0.479319045753467,0.476481496280425,0.48012232905422,-0.0381493835980811,-0.0400084901972736,-0.00443572584101742,-0.00159817636797593,-0.0052390091417705,0.321596622604378,0.153286697308072
"Weebill",0.604577841262225,0.618450355883592,0.630187076711378,0.60477599107868,0.60191638420642,0.597159455949995,-0.0138725146213672,-0.0256092354491533,-0.000198149816455606,0.00266145705580478,0.0074183853122296,0.50731050005014,0.0972673412120845
"Australian Rufous Fantail",0.488989092701321,0.477339186368066,0.489096025910846,0.484147413989838,0.48883016800987,0.487436217784772,0.0116499063332554,-0.000106933209524984,0.00484167871148317,0.000158924691451789,0.00155287491654915,0.464229630293465,0.0247594624078565
"White-throated Gerygone",0.510780827496546,0.484865136871541,0.52285651771265,0.505593772554644,0.508625783874392,0.492168233991456,0.025915690625005,-0.0120756902161042,0.00518705494190241,0.00215504362215446,0.0186125935050899,0.39756369359947,0.113217133897076
"White-naped Honeyeater",0.389444390570834,0.412466184307939,0.426398475829028,0.392290655007347,0.391000775062113,0.373720942488589,-0.0230217937371048,-0.0369540852581939,-0.00284626443651298,-0.00155638449127882,0.0157234480822456,0.22483093017527,0.164613460395565
"White-eared Honeyeater",0.565826333724773,0.509607119526934,0.573528902130709,0.535276666127232,0.561243579846138,0.559196512576499,0.0562192141978384,-0.00770256840593597,0.0305496675975405,0.0045827538786346,0.00662982114827315,0.305166778624524,0.260659555100248
"White-breasted Woodswallow",0.564652339541101,0.628768175533468,0.646316510453585,0.572661027493649,0.583868595984004,0.552247378252018,-0.0641158359923666,-0.0816641709124843,-0.00800868795254817,-0.0192162564429027,0.0124049612890834,0.346125357924233,0.218526981616868
"Spiny-cheeked Honeyeater",0.778487042038819,0.778328469807729,0.78293596972658,0.779565877168335,0.780758529459616,0.781193624735293,0.000158572231090615,-0.00444892768776062,-0.00107883512951534,-0.00227148742079697,-0.00270658269647361,0.5863158633607,0.192171178678119
"White-headed Pigeon",0.397781284924467,0.389926630498145,0.419177911568322,0.3832251998622,0.388946308226579,0.41675613654769,0.00785465442632266,-0.0213966266438546,0.0145560850622674,0.00883497669788874,-0.0189748516232225,0.254419181726084,0.143362103198383
"Peaceful Dove",0.581684958553659,0.622314177631607,0.620854744648256,0.582585510659298,0.580804170188465,0.583692555342192,-0.040629219077948,-0.0391697860945964,-0.000900552105638996,0.000880788365194785,-0.00200759678853268,0.359731175475833,0.221953783077827
"Fairy Martin",0.301605996324725,0.090738701900316,0.164202984257192,0.309558577838383,0.28585044191106,0.314837691347295,0.210867294424409,0.137403012067533,-0.00795258151365846,0.0157555544136649,-0.01323169502257,0.361182100417436,-0.0595761040927116
"Superb Lyrebird",0.604614040567285,0.59561618173925,0.621380075705361,0.605079462815926,0.604257605954765,0.593116461092989,0.00899785882803494,-0.0167660351380764,-0.000465422248641323,0.000356434612519663,0.0114975794742953,0.439471706391817,0.165142334175468
"Channel-billed Cuckoo",0.442689143063819,0.462672061586255,0.463189816852525,0.440592293538499,0.444899390973103,0.443001290230991,-0.0199829185224353,-0.0205006737887061,0.0020968495253198,-0.00221024790928348,-0.000312147167171539,0.403238108541747,0.0394510345220727
"Scaly-breasted Lorikeet",0.43487028251428,0.446880925265593,0.467793734154628,0.418449325680808,0.441047665221875,0.435390340220677,-0.0120106427513132,-0.0329234516403486,0.0164209568334721,-0.00617738270759544,-0.000520057706397181,0.232963231496281,0.201907051017998
"Tree Martin",0.162137077649663,0.128028047666827,0.21257507981711,0.153326881761294,0.196032313043323,0.177794119659622,0.0341090299828355,-0.0504380021674468,0.00881019588836859,-0.0338952353936601,-0.0156570420099593,0.00696058044477348,0.15517649720489
"Black-shouldered Kite",0.0634028722990678,0.214411512074918,0.249073951473821,0.0690338634145782,0.066175722184302,0.0560119424899439,-0.15100863977585,-0.185671079174753,-0.00563099111551041,-0.00277284988523414,0.00739092980912391,0.0196456431890607,0.0437572291100072
"White-winged Chough",0.598136040125468,0.609220008117002,0.636979236353845,0.590832044668785,0.597909084168452,0.579970840458336,-0.011083967991534,-0.0388431962283772,0.00730399545668303,0.000226955957015718,0.0181651996671313,0.396173715774101,0.201962324351366
"Golden-headed Cisticola",0.335354506762849,0.575838841722719,0.595258754412768,0.372213004505187,0.357504686702592,0.348210460658084,-0.24048433495987,-0.259904247649919,-0.0368584977423376,-0.0221501799397431,-0.0128559538952347,0.301946387859679,0.0334081189031703
"Little Raven",0.51588168163999,0.550520803441598,0.550295746833365,0.512456525508608,0.508415637297493,0.51033259907705,-0.0346391218016079,-0.0344140651933741,0.00342515613138261,0.0074660443424972,0.00554908256294095,0.382123012487215,0.133758669152776
"White-cheeked Honeyeater",0.527823646733965,0.492450325619266,0.518756838137348,0.519049974590392,0.520250261373063,0.530750277284571,0.0353733211146985,0.00906680859661735,0.0087736721435725,0.00757338536090213,-0.00292663055060638,0.330660814661093,0.197162832072872
"Brown Honeyeater",0.651187910667411,0.629413800866982,0.638681072378593,0.64846298202254,0.642575857481965,0.650844154343258,0.0217741098004289,0.0125068382888186,0.00272492864487106,0.00861205318544644,0.000343756324153399,0.400427631733094,0.250760278934317
"Wonga Pigeon",0.422116733091617,0.386998645844132,0.430356324797659,0.419162031380584,0.420049546677167,0.410875028016325,0.0351180872474851,-0.00823959170604283,0.00295470171103213,0.00206718641444975,0.0112417050752912,0.341944011801584,0.0801727212900322
"Musk Lorikeet",0.343489607587089,0.358816327079821,0.378790614599236,0.355560860548921,0.331113857035031,0.35251369862652,-0.0153267194927325,-0.0353010070121476,-0.0120712529618323,0.0123757505520574,-0.00902409103943153,0.234128639925974,0.109360967661115
"Brown Cuckoo-Dove",0.483332827373961,0.454966287485457,0.483922867000038,0.479245630828848,0.482266871435254,0.474064826608822,0.0283665398885039,-0.000590039626077121,0.0040871965451133,0.00106595593870706,0.00926800076513912,0.417071126228441,0.0818581101567218
"Bell Miner",0.517297228029129,0.489395216408618,0.551934275656738,0.524119187250873,0.526147449235742,0.506817421694432,0.0279020116205108,-0.0346370476276087,-0.00682195922174356,-0.00885022120661283,0.0104798063346968,0.283791172944785,0.233506055084344
"Dollarbird",0.455404300743645,0.461509150091534,0.47737330376358,0.45160185659885,0.448773860457285,0.457466314410676,-0.00610484934788863,-0.0219690030199352,0.00380244414479491,0.00663044028636051,-0.00206201366703118,0.415278516885867,0.0401257838577779
"Australian Brushturkey",0.477116558267437,0.481362124040484,0.512823948711582,0.46719077901043,0.461966681228106,0.466195331361981,-0.00424556577304741,-0.0357073904441452,0.00992577925700705,0.0151498770393306,0.0109212269054561,0.305757898071067,0.17135866019637
"Mistletoebird",0.286602010319481,0.28321009250289,0.303804228786344,0.288634401303164,0.283543951735082,0.287289455379738,0.00339191781659126,-0.0172022184668625,-0.00203239098368291,0.00305805858439884,-0.000687445060257197,0.245017980867977,0.0415840294515044
"Blue-faced Honeyeater",0.489302299271903,0.484120811592622,0.498873692582012,0.493221011953783,0.491700169551378,0.484821501970597,0.00518148767928084,-0.00957139331010937,-0.00391871268187977,-0.00239787027947486,0.00448079730130624,0.174527876060329,0.314774423211574
"Whistling Kite",0.446864210276131,0.471532948628711,0.487424202077062,0.440778580328991,0.445570862051248,0.449184250507721,-0.0246687383525795,-0.0405599918009306,0.00608562994713963,0.00129334822488347,-0.00232004023159033,0.273409775421014,0.173454434855117
"Nankeen Kestrel",0.243817957603973,0.268380872274309,0.290074989406462,0.23926592155181,0.243144505949614,0.223968753144465,-0.0245629146703366,-0.0462570318024889,0.00455203605216306,0.000673451654358281,0.0198492044595072,0.191591470056584,0.0522264875473888
"Scarlet Myzomela",0.298553511930454,0.290042632878715,0.284404026692059,0.301922575889457,0.296404863164907,0.295736388437133,0.00851087905173936,0.0141494852383952,-0.00336906395900355,0.00214864876554688,0.00281712349332064,0.196139580636221,0.102413931294233
"Red-whiskered Bulbul",0.611620826511045,0.601494747544639,0.62787003343999,0.610668829444232,0.605557786247064,0.603749719728678,0.0101260789664066,-0.0162492069289449,0.000951997066813259,0.00606304026398152,0.00787110678236724,0.418247520658586,0.193373305852459
"White-bellied Sea-Eagle",0.328997208740319,0.356573042539442,0.364141479249518,0.326464181923766,0.330567177278492,0.331539855290387,-0.0275758337991227,-0.035144270509199,0.00253302681655265,-0.00156996853817348,-0.00254264655006847,0.193449867612127,0.135547341128192
"Yellow-rumped Thornbill",0.587411908738645,0.612242968269378,0.616003429285278,0.581276707490128,0.59201719213755,0.58974348606884,-0.0248310595307327,-0.0285915205466332,0.00613520124851674,-0.00460528339890476,-0.00233157733019485,0.456122431146253,0.131289477592392
"Variegated Fairywren",0.322678013993743,0.32226324838346,0.332707439738522,0.320339089114564,0.323567120959442,0.320161124645501,0.000414765610282863,-0.0100294257447793,0.00233892487917919,-0.000889106965698827,0.0025168893482424,0.232960409193264,0.0897176048004787
"Fan-tailed Cuckoo",0.254939877721783,0.260609214621005,0.259958229118247,0.25397806995462,0.255405496241485,0.254499396612149,-0.00566933689922222,-0.00501835139646467,0.000961807767162093,-0.000465618519702449,0.000440481109633073,0.201183581918003,0.0537562958037798
"Australian Reed Warbler",0.650142744193456,0.66143431060858,0.694597682108862,0.628043533886579,0.643098909028486,0.648342206585026,-0.0112915664151244,-0.0444549379154063,0.0220992103068764,0.00704383516496976,0.00180053760842946,0.535643356460132,0.114499387733324
"Striated Thornbill",0.342557208461977,0.338154996805454,0.351849710862818,0.34112815091195,0.330867936311473,0.336768772582855,0.00440221165652299,-0.00929250240084051,0.0014290575500267,0.0116892721505036,0.00578843587912209,0.179309990621229,0.163247217840748
"House Sparrow",0.419802144125764,0.459468100361768,0.467590247511316,0.425260122813728,0.446994135476318,0.432868999644935,-0.0396659562360042,-0.0477881033855519,-0.00545797868796405,-0.0271919913505541,-0.0130668555191716,0.335461110418774,0.0843410337069895
"Eurasian Blackbird",0.462148603190958,0.422953286334298,0.46276547322732,0.451852816941757,0.461104184737652,0.457392558549269,0.0391953168566598,-0.000616870036362183,0.0102957862492006,0.001044418453306,0.00475604464168872,0.286934551778986,0.175214051411972
"Bar-shouldered Dove",0.455873070652197,0.412643678772794,0.462699491534882,0.454363001200573,0.462334677924017,0.455639379527029,0.0432293918794033,-0.00682642088268504,0.0015100694516243,-0.0064616072718196,0.000233691125168078,0.271662400495842,0.184210670156356
"Brown Gerygone",0.495308067043318,0.45631656356486,0.514486856565961,0.482178960448443,0.476547240733701,0.489880552014877,0.0389915034784583,-0.0191787895226425,0.0131291065948748,0.018760826309617,0.00542751502844074,0.38346497363438,0.111843093408938
"Torresian Crow",0.678478976919853,0.723098488975645,0.728824958297728,0.682473120503333,0.675628742360081,0.677175543948441,-0.0446195120557921,-0.0503459813778746,-0.0039941435834796,0.00285023455977229,0.00130343297141189,0.431516964410308,0.246962012509545
"Striated Pardalote",0.463787552482645,0.491779927191287,0.493206929378732,0.463274697645716,0.46084367325344,0.464323022979237,-0.0279923747086417,-0.0294193768960868,0.000512854836928811,0.00294387922920469,-0.000535470496591639,0.310580216737167,0.153207335745478
"Pacific Koel",0.430737999716584,0.423660183331094,0.438128469223383,0.424397295882124,0.427497275143727,0.428427391393137,0.00707781638548954,-0.00739046950679895,0.00634070383445956,0.0032407245728569,0.00231060832344737,0.380573633091904,0.0501643666246799
"Red-rumped Parrot",0.539811950138724,0.570098053675546,0.580677724791197,0.542724754820198,0.531950221177725,0.53382948773685,-0.0302861035368228,-0.0408657746524738,-0.00291280468147392,0.0078617289609989,0.00598246240187372,0.420759019157796,0.119052930980928
"Yellow-tailed Black-Cockatoo",0.182840679888014,0.180274794013581,0.187099363508489,0.180779915807216,0.185860003368955,0.177120263663531,0.00256588587443229,-0.00425868362047546,0.00206076408079781,-0.00301932348094103,0.00572041622448224,0.140789609757925,0.0420510701300887
"Sacred Kingfisher",0.399221479685516,0.392750360088213,0.407073924776445,0.394044532782509,0.395783387412052,0.391410470459201,0.00647111959730251,-0.00785244509092964,0.00517694690300624,0.00343809227346359,0.00781100922631439,0.35650783163822,0.0427136480472951
"Olive-backed Oriole",0.312729224681425,0.310582884823569,0.325619379644244,0.309654911076884,0.309041428458946,0.305164203056651,0.00214633985785623,-0.0128901549628186,0.00307431360454097,0.00368779622247956,0.00756502162477468,0.260847900484741,0.0518813241966845
"New Holland Honeyeater",0.669751991286192,0.60595918113827,0.6850644850485,0.660004686230241,0.664570824078366,0.651854173834092,0.063792810147922,-0.0153124937623087,0.00974730505595101,0.00518116720782535,0.0178978174521,0.450148273601102,0.21960371768509
"White-plumed Honeyeater",0.742458148438948,0.753179673515681,0.741673682033559,0.740613571898786,0.738209207565587,0.741763638269466,-0.0107215250767337,0.000784466405388207,0.0018445765401619,0.0042489408733607,0.000694510169481743,0.579827821126814,0.162630327312134
"Australasian Figbird",0.415490184383555,0.389627717111202,0.45463481085089,0.402016355057687,0.403971118488502,0.402905199741732,0.0258624672723525,-0.0391446264673351,0.0134738293258677,0.0115190658950528,0.0125849846418228,0.258977261771401,0.156512922612153
"Pied Butcherbird",0.444477905421965,0.454717654222324,0.460818967639277,0.441197987092114,0.446118438029258,0.442292336983001,-0.0102397488003593,-0.0163410622173128,0.0032799183298507,-0.00164053260729391,0.00218556843896373,0.229980216311214,0.21449768911075
"Rock Pigeon",0.551476701887126,0.5336805168711,0.528265438414696,0.553676089942181,0.524990138570281,0.559107803586088,0.0177961850160261,0.0232112634724309,-0.00219938805505504,0.0264865633168453,-0.00763110169896164,0.0626025118680782,0.488874190019048
"Yellow Thornbill",0.310478844257569,0.302701090929552,0.314393323504116,0.307636187860348,0.302600902137845,0.31144780002284,0.00777775332801661,-0.00391447924654692,0.00284265639722064,0.00787794211972326,-0.000968955765270896,0.234583424304588,0.0758954199529803
"Noisy Friarbird",0.380782308694228,0.375930913077754,0.38762085730718,0.369279446716117,0.380966980704945,0.379800694733323,0.00485139561647402,-0.00683854861295191,0.0115028619781108,-0.000184672010716258,0.000981613960905015,0.169571547600986,0.211210761093242
"Rufous Whistler",0.485644492869457,0.490629220349505,0.513070715738155,0.4771059242091,0.485466637722046,0.482726805719785,-0.00498472748004758,-0.0274262228686974,0.00853856866035774,0.000177855147411532,0.00291768714967244,0.379401643895601,0.106242848973856
"Satin Bowerbird",0.369660914815225,0.349086984899599,0.32380155753193,0.357861239287145,0.364618207164885,0.373832627655324,0.0205739299156259,0.0458593572832949,0.0117996755280807,0.00504270765034004,-0.00417171284009843,0.235665638689809,0.130624659798027
"Australian King-Parrot",0.261515520812447,0.24972304051451,0.27208392192837,0.256854430855032,0.254014334644679,0.257513257687823,0.0117924802979366,-0.0105684011159237,0.00466108995741454,0.0075011861677674,0.00400226312462404,0.183047796858698,0.0784677239537492
"Little Corella",0.234837043601072,0.215398457843019,0.240349235934441,0.234828983415168,0.230833146809831,0.236048883420809,0.0194385857580535,-0.0055121923333688,8.06018590476798e-06,0.00400389679124144,-0.00121183981973669,0.0799386161342255,0.154898427466847
"Spotted Pardalote",0.350272066655454,0.363428595663162,0.373043934091173,0.344345974073508,0.349318499358746,0.349536202960744,-0.0131565290077078,-0.0227718674357196,0.00592609258194532,0.000953567296708147,0.000735863694709626,0.281149141460056,0.069122925195398
"Spotted Dove",0.461398138119684,0.439995465852809,0.466820909596561,0.457522920023163,0.456709636704226,0.458868818873993,0.0214026722668749,-0.00542277147687648,0.00387521809652103,0.00468850141545774,0.00252931924569083,0.325947575313918,0.135450562805766
"White-throated Treecreeper",0.437910050676604,0.433870990113993,0.440413233259843,0.436452597871966,0.434115772470988,0.433241377784118,0.00403906056261133,-0.00250318258323856,0.00145745280463799,0.00379427820561629,0.00466867289248624,0.225130375113882,0.212779675562723
"Golden Whistler",0.346701322143593,0.351159178920144,0.362818673914583,0.342275556451798,0.343605562450583,0.344945083518295,-0.00445785677655047,-0.0161173517709897,0.00442576569179515,0.00309575969301029,0.00175623862529889,0.294332356212759,0.0523689659308345
"White-browed Scrubwren",0.324420296870436,0.316710192282509,0.330218143786871,0.322418699839191,0.32479359610427,0.320452892110271,0.00771010458792687,-0.00579784691643492,0.00200159703124519,-0.000373299233834334,0.00396740476016466,0.232826747962147,0.0915935489082886
"Gray Shrikethrush",0.377095292747234,0.38898040981858,0.392189277182432,0.377551363689054,0.37565935443814,0.376175814548753,-0.0118851170713452,-0.0150939844351975,-0.000456070941819542,0.00143593830909466,0.00091947819848115,0.275988401652829,0.101106891094405
"Eastern Spinebill",0.323843518769137,0.337647778787941,0.337877655202282,0.328228207744269,0.320839413875916,0.321714848184709,-0.0138042600188043,-0.0140341364331446,-0.0043846889751315,0.00300410489322084,0.00212867058442789,0.233634195202242,0.0902093235668955
"Eastern Rosella",0.405693584824629,0.37373471524317,0.408277800504551,0.394620305479024,0.394897059294926,0.392709655118576,0.0319588695814587,-0.00258421567992217,0.0110732793456051,0.0107965255297027,0.012983929706053,0.298341578530813,0.107352006293816
"Silvereye",0.202185979355624,0.1934054548128,0.210674225962599,0.199891034135289,0.202174766363484,0.195305967939381,0.00878052454282477,-0.00848824660697425,0.00229494522033499,1.12129921406023e-05,0.00688001141624375,0.171567098813774,0.0306188805418501
"Little Wattlebird",0.449301505136436,0.435274357300076,0.464015005395013,0.448474062348937,0.443532677456985,0.441675507741964,0.0140271478363609,-0.0147135002585768,0.000827442787499078,0.00576882767945108,0.00762599739447262,0.320775990182162,0.128525514954275
"Brown Thornbill",0.303260359663203,0.316129353328455,0.324868279153206,0.294376004230138,0.299426694764947,0.300138400311537,-0.0128689936652519,-0.0216079194900023,0.00888435543306587,0.00383366489825615,0.00312195935166609,0.184292251168702,0.118968108494501
"Yellow-faced Honeyeater",0.353492244010498,0.359246474588215,0.359592142431569,0.349485749392433,0.353269897495404,0.350767609395892,-0.00575423057771735,-0.00609989842107084,0.00400649461806524,0.000222346515094229,0.00272463461460548,0.238822891897408,0.11466935211309
"Black-faced Cuckooshrike",0.216532652958024,0.213570935768921,0.224443606113675,0.21184332017415,0.21288704640908,0.212837950462308,0.00296171718910332,-0.00791095315565071,0.00468933278387396,0.00364560654894372,0.00369470249571549,0.196782196452186,0.0197504565058377
"Crimson Rosella",0.448593734936424,0.457656821160248,0.476255796433506,0.446388632172348,0.443333891681663,0.442485143278066,-0.00906308622382407,-0.0276620614970818,0.00220510276407543,0.00525984325476081,0.00610859165835753,0.160006860964488,0.288586873971936
"Eastern Whipbird",0.390094688247486,0.395132889379198,0.406152962448724,0.389467708024662,0.387886519611928,0.387788493563908,-0.00503820113171133,-0.0160582742012378,0.000626980222824869,0.00220816863555839,0.00230619468357807,0.306814256955823,0.0832804312916632
"Eastern Yellow Robin",0.371354339185595,0.372893152809947,0.386753467543828,0.370488457394824,0.371511061970371,0.370478850018625,-0.00153881362435221,-0.015399128358233,0.00086588179077085,-0.000156722784775964,0.000875489166970667,0.268768865529476,0.102585473656119
"Lewin's Honeyeater",0.510466511607825,0.521481535795733,0.546943612202726,0.505388040683181,0.506464352759105,0.508152275213059,-0.0110150241879076,-0.0364771005949014,0.00507847092464364,0.00400215884872013,0.00231423639476636,0.372923036912857,0.137543474694968
"Red Wattlebird",0.346875675984241,0.34852547094704,0.36425740776875,0.34179611017008,0.345704527915617,0.333850685799616,-0.00164979496279949,-0.017381731784509,0.00507956581416102,0.0011711480686239,0.0130249901846247,0.220811850263224,0.126063825721017
"Crested Pigeon",0.316711518434821,0.271639208896408,0.297919121474118,0.308137928514458,0.308692091014062,0.313802104893536,0.0450723095384138,0.0187923969607033,0.00857358992036339,0.00801942742075928,0.00290941354128571,0.211042600879049,0.105668917555772
"Gray Butcherbird",0.251108031714378,0.243740804437735,0.255059609356524,0.245145537048336,0.244285049522642,0.246223013055893,0.00736722727664355,-0.00395157764214554,0.00596249466604271,0.00682298219173613,0.00488501865848551,0.179548753472301,0.0715592782420777
"Galah",0.343092021356306,0.329134839137546,0.354869758837421,0.33494753283726,0.341373305534024,0.335775676865644,0.0139571822187594,-0.0117777374811157,0.00814448851904614,0.001718715822282,0.00731634449066204,0.221099649518841,0.121992371837465
"Gray Fantail",0.302663454042892,0.304172690488089,0.309568984644568,0.297488085978576,0.301272779642721,0.301170576536664,-0.00150923644519718,-0.00690553060167592,0.00517536806431607,0.00139067440017054,0.00149287750622751,0.228777311709057,0.0738861423338351
"Sulphur-crested Cockatoo",0.337186021783082,0.301409279304532,0.346466810607935,0.326827032885922,0.326916276196795,0.322230376864917,0.0357767424785495,-0.00928078882485378,0.0103589888971602,0.0102697455862871,0.0149556449181646,0.17092550186639,0.166260519916692
"Pied Currawong",0.212102143904224,0.221305941552795,0.231671316873378,0.210833095754021,0.209920974333843,0.211259481082514,-0.00920379764857113,-0.0195691729691547,0.00126904815020296,0.00218116957038006,0.000842662821709639,0.12516872561114,0.0869334182930832
"Laughing Kookaburra",0.178876908329938,0.164056405374931,0.19137113628542,0.174650030871405,0.171624789729506,0.169967433217432,0.0148205029550072,-0.0124942279554825,0.00422687745853315,0.00725211860043148,0.00890947511250537,0.141925135184832,0.0369517731451057
"Willie-wagtail",0.369299648743689,0.36234925494409,0.378141816096866,0.365019840821611,0.362774426516282,0.366367315724113,0.00695039379959889,-0.00884216735317672,0.00427980792207788,0.00652522222740687,0.00293233301957618,0.232376507001341,0.136923141742348
"Superb Fairywren",0.238192596409332,0.227084987049628,0.244198035199467,0.232652459917213,0.226571125832545,0.237262060596077,0.0111076093597038,-0.00600543879013507,0.00554013649211932,0.0116214705767872,0.000930535813255445,0.159183123177221,0.0790094732321115
"Australian Raven",0.293809603544101,0.289539389369361,0.297316190395584,0.292713025314466,0.29147529089646,0.289196682462991,0.00427021417473988,-0.0035065868514837,0.00109657822963505,0.00233431264764106,0.00461292108110928,0.164162823695152,0.129646779848948
"Welcome Swallow",0.223753399926727,0.235433795861357,0.257282862799768,0.218531378883176,0.226217981679484,0.223303911456612,-0.0116803959346304,-0.033529462873041,0.00522202104355082,-0.0024645817527576,0.000449488470115111,0.119265172965316,0.104488226961411
"Noisy Miner",0.309798084760122,0.276494003756498,0.321887074263201,0.302291512711486,0.303974156828853,0.294630485779967,0.0333040810036245,-0.0120889895030785,0.00750657204863675,0.00582392793126962,0.0151675989801553,0.17107117011563,0.138726914644493
"Magpie-lark",0.344311469557014,0.335005586437546,0.357127295620901,0.334093768979375,0.34213330442678,0.337358737795576,0.00930588311946789,-0.0128158260638866,0.0102177005776392,0.00217816513023394,0.00695273176143818,0.203041874058616,0.141269595498398
"Rainbow Lorikeet",0.347895063430911,0.346340014066319,0.355189197978564,0.339737028914369,0.345734263047953,0.346519394974537,0.00155504936459178,-0.00729413454765349,0.0081580345165424,0.00216080038295791,0.00137566845637427,0.186706834375948,0.161188229054963
"Australian Magpie",0.27181834799409,0.25673474132922,0.269164318437782,0.264468824100647,0.266658400582813,0.269330309966339,0.0150836066648698,0.002654029556308,0.00734952389344262,0.0051599474112769,0.00248803802775077,0.182246318815857,0.089572029178233
