Species2,COMMON.NAME,Family2,Order2,Total.individuals,Female,Male,Unknown,Complete.measures,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Secondary1,Hand.Wing.Index,Tail.Length,Mass,Mass.Source,Mass.Refs.Other,Inference,Traits.inferred,Reference.species,Habitat,Habitat.Density,Migration,Trophic.Level,Trophic.Niche,Primary.Lifestyle,X1_Taxon_sort_1,X2_Taxon_sort_CandB_1,X4_Genus_name_2,X5_Species_name_2,X6_Subspecies_name_2,X8_Taxonomic_notes_2,X9_Family_common_name_2,X10_Family_scientific_name_2,X11_Order_2,X12_Sequence_of_orders_2,X13_Family_within_order_2,X14_Genus_within_family_2,X15_Species_within_genus_2,X16_Subspecies_within_species_2,X17_Species_2,X18_Subspecies_2,X19_Ultrataxon_2,X20_Ultrataxa_per_species_2,X21_Species_per_genus_2,X22_Genera_per_family_2,X23_Families_per_order_2,X24_Species_uniqueness_2,X25_Ultrataxon_uniqueness_2,X26_Patch_clade_3,X27_Hackett_fine_clades_3,X28_Hackett_coarse_clades_3,X29_Population_description_4,X30_Core_taxa_4,X31_Non.breeding_populations_of_core_taxa_4,X32_Extinct_4,X33_Introduced_4,X34_Vagrant_4,X35_Supplementary_4,X36_Endemic_entirely_in_Australia_4,X37_Endemic_breeding_only_4,X38_Non.breeding_only_4,X39_Percent_in_Australia_breeding_4,X40_Percent_in_Australia_non.breeding_4,X41_Global_IUCN_status_2015_5,X42_Global_IUCN_criteria_2015_5,X43_Australian_status_1990_5,X44_Australian_status_criteria_1990_5,X45_Australian_status_2000_5,X46_Australian_status_criteria_2000_5,X47_Australian_status_2010_5,X48_Australian_status_criteria_2010_5,X49_Australian_status_July_2015_5,X50_Australian_status_criteria_July_2015_5,X51_EPBC_Status_July_2015_6,X52_EPBC_year_listed_6,X53_Bonn_Convention_6,X54_CAMBA_6,X55_JAMBA_6,X56_ROKAMBA_6,X57_Migratory_6,X58_EPBC_Marine_6,X59_ACT_status_2015_6,X60_NSW_status_2015_6,X61_NT_status_2015_6,X62_QLD_status_2015_6,X63_SA_status_2015_6,X64_TAS_status_2015_6,X65_VIC_status_2015_6,X66_WA_status_2015,X67_Australian_Capital_Territory_7,X68_New_South_Wales_7,X69_Northern_Territory_7,X70_Queensland_7,X71_South_Australia_7,X72_Tasmania_7,X73_Victoria_7,X74_Western_Australia_7,X75_Norfolk_Island_7,X76_Lord_Howe_Island_7,X77_Heard_Island_7,X78_Macquarie_Island_7,X79_Christmas_Island_7,X80_Cocos_Keeling_Island_7,X81_Ashmore_and_other_Indian_Ocean_islands_7,X82_Coral_Sea_7,X83_Australian_Fishing_Zone_7,X84_Also_in_Papua_New_Guinea_7,X85_Connectivity_with_Papua_New_Guinea_7,X86_Also_in_Indonesia_7,X87_Connectivity_with_Indonesia_7,X88_Also_in_Timor.Leste_7,X89_Connectivity_with_Timor.Leste_7,X90_Also_in_New_Zealand_7,X91_Connectivity_with_New_Zealand_7,X92_Also_in_New_Caledonia_7,X93_Connectivity_with_New_Caledonia_7,X94_Australian_continental_island_only_7,X95_Australian_oceanic_island_only_7,X96_Body_length_8,X97_Body_length_min_8,X98_Body_length_max_8,X99_Body_mass_average_8,X100_Body_mass_min_8,X101_Body_mass_max_8,X102_Male_body_mass_average_8,X103_Male_body_mass_min_8,X104_Male_body_mass_max_8,X105_Female_body_mass_average_8,X106_Female_body_mass_min_8,X107_Female_body_mass_max_8,X108_Unsexed_body_mass_average_8,X109_Unsexed_body_mass_min_8,X110_Unsexed_body_mass_max_8,X111_Source_of_body_mass_data_8,X112_Brain_volume_8,X113_Brain_mass_8,X114_Brain_mass_residual_8,X115_Feeding_habitat_Terrestrial_Arid_shrubland_9,X116_Feeding_habitat_Terrestrial_Chenopod_shrubland_9,X117_Feeding_habitat_Terrestrial_Heath_9,X118_Feeding_habitat_Terrestrial_Triodia_hummock_grassland_9,X119_Feeding_habitat_Terrestrial_Other_grassland_9,X120_Feeding_habitat_Terrestrial_Mallee_9,X121_Feeding_habitat_Terrestrial_Tropical_savanna_woodland_9,X122_Feeding_habitat_Terrestrial_Temperate_dry_sclerophyll_forest_and_woodland_9,X123_Feeding_habitat_Terrestrial_Temperate_wet_sclerophyll_forest_and_woodland_9,X124_Feeding_habitat_Terrestrial_Rainforest_9,X125_Feeding_habitat_Terrestrial_Mangrove_trees_9,X126_Feeding_habitat_Inland_waters_Rivers_and_streams_9,X127_Feeding_habitat_Inland_waters_Deep_open_water_9,X128_Feeding_habitat_Inland_waters_Shallow_open_water_9,X129_Feeding_habitat_Inland_waters_Reeds_and_tall_wet_grassland_9,X130_Feeding_habitat_Inland_waters_Low_marshland_and_wet_grassland_9,X131_Feeding_habitat_Coastal_Sandy_9,X132_Feeding_habitat_Coastal_Rocky_9,X133_Feeding_habitat_Coastal_Soft_mud_9,X134_Feeding_habitat_Coastal_Saltmarsh_9,X135_Feeding_habitat_Coastal_Mangrove_floor_9,X136_Feeding_habitat_Marine_Very_cold_pelagic_9,X137_Feeding_habitat_Marine_Cold_pelagic_9,X138_Feeding_habitat_Marine_Temperate_pelagic_9,X139_Feeding_habitat_Marine_Warm_pelagic_9,X140_Feeding_habitat_Marine_Cold_inshore_9,X141_Feeding_habitat_Marine_Temperate_inshore_9,X142_Feeding_habitat_Marine_Warm_inshore_9,X143_Feeding_habitat_Other_non.Australian_habitat_9,X144_Feeding_habitat_Agricultural_landscapes_9,X145_Feeding_habitat_Urban_landscapes_9,X146_Breeding_habitat_Arid_shrubland_9,X147_Breeding_habitat_Chenopod_shrubland_9,X148_Breeding_habitat_Heath_9,X149_Breeding_habitat_Triodia_hummock_grassland_9,X150_Breeding_habitat_Other_grassland_9,X151_Breeding_habitat_Mallee_9,X152_Breeding_habitat_Tropical_savanna_woodland_9,X153_Breeding_habitat_Temperate_dry_sclerophyll_forest_and_woodland_9,X154_Breeding_habitat_Temperate_wet_sclerophyll_forest_and_woodland_9,X155_Breeding_habitat_Rainforest_9,X156_Breeding_habitat_Mangrove_9,X157_Breeding_habitat_inland_wetland_9,X158_Breeding_habitat_Beaches_and_sand_cays_9,X159_Breeding_habitat_Rocky_coasts_and_islets_9,X160_Breeding_habitat_Other_non.Australian_habitats_9,X161_Breeding_habitat_Agricultural_lands_9,X162_Breeding_habitat_Urban_9,X163_Food_Fruit_10,X164_Food_Nectar_or_pollen_10,X165_Food_Seeds_10,X166_Food_Foliage_or_herbs_10,X167_Food_Corms_or_tubers,X168_Food_Terrestrial_invertebrates_10,X169_Food_Terrestrial_vertebrates_10,X170_Food_Carrion_10,X171_Food_Intertidal_invertebrates_10,X172_Food_Fish_or_invertebrates_Marine_10,X173_Food_fish_or_invertebrates_Inland_waters_10,X174_Feeding_aggregation_Solitary_11,X175_Feeding_aggregation_Pairs_11,X176_Feeding_aggregation_Flocks_11,X177_Mean_Flight_Initiation_Distance_11,X178_Clutch_size_average_12,X179_Clutch_size_min_12,X180_Clutch_size_max_12,X181_Egg_length_12,X182_Egg_diameter_12,X183_Nest_location_Ground_level_12,X184_Nest_location_Supported_12,X185_Nest_location_Hanging_12,X186_Nest_location_Burrow_12,X187_Nest_location_Hollow_12,X188_Nest_location_Floating_12,X189_Nest_aggregation_Solitary_12,X190_Nest_aggregation_Colonial_12,X191_Nest_aggregation_Parasitic_12,X192_Breeding_system_Cooperative_12,X193_National_movement_local_dispersal_13,X194_National_movement_Partial_migrant_13,X195_National_movement_Total_migrant_13,X196_National_movement_Nomadic_or_opportunistic_13,X197_National_movement_Irruptive_13,X198_Nature_of_international_movements_13,X199_Mixing_beyond_Australia_13,X200_Level_of_international_genetic_exchange_13,X201_Level_of_international_genetic_exchange_reliability_13,X202_Maximum_time_elapsed_to_recapture_13,X203_Maximum_distance_of_recapture_13,X204_Number_of_banded_birds_recovered_13,X205_Climate_specialisation_14,X206_Specialisation_index_14,X207_Sensitivity_index_14,X208_Area_of_suitable_climate_inside_range_14,X209_Area_of_suitable_climate_outside_range_14,X210_Percent_of_suitable_climate_currently_inside_range_14,X211_Percent_of_suitable_climate_remaining_inside_range_14,X212_Inside_Range_10th_percentile_14,X213_Inside_Range_90th_percentile_14,X214_Percent_of_suitable_climate_remaining_outside_range_14,X215_Outside_Range_10th_percentile_14,X216_Outside_Range_90th_percentile_14,X217_Climate_model_factor_Annual_mean_temperature_14,X218_Climate_model_factor_Temperature_seasonality_14,X219_Climate_model_factor_Max_temperature_of_warmest_month_14,X220_Climate_model_factor_Min_temperature_of_coldest_month_14,X221_Climate_model_factor_Annual_precipitation_14,X222_Climate_model_factor_Precipitation_seasonality_14,X223_Climate_model_factor_Precipitation_of_wettest_quarter_14,X224_Climate_model_factor_Precipitation_of_driest_quarter_14,X225_Mean_marine_productivity_around_breeding_colonies_14,X226_Maximum_marine_productivity_around_breeding_colonies_14,X227_Change_in_marine_productivity_around_breeding_colonies_14,X228_Change_in_maximum_marine_productivity_around_breeding_colonies_14,X229_BirdLife_Australia_Species_Number_15,X230_BirdLife_Australia_Taxon_ID_15
Amaurornis moluccana,Pale-vented Bush-hen,Rallidae,Gruiformes,4,2,2,0,4,33.1,17.2,5.2,9.6,54.2,131.8,31.9,99.8,24.2,49.5,186.8,Dunning,NA,NO,NA,NA,Wetland,2,1,Carnivore,Omnivore,Terrestrial,249,493,Amaurornis,moluccana,NA,Species from del Hoyo et al. (2014),"Crakes, Rails and Swamphens",Rallidae,Gruiformes,10,1,8,1,0,1,0,0,4,7,38,6,8.6,NA,Rallidae,"Rails, Finfoots","Rails, Finfoots",Australian,1,0,0,0,0,0,0,0,0,4,4,LC,NA,LC,NA,LC,NA,LC,NA,LC,NA,not listed,NA,not listed,not listed,not listed,not listed,not listed,1,not listed,VU,not listed,LC,not listed,not listed,not listed,not listed,not listed,Core,Core,Core,not listed,not listed,not listed,Core,not listed,not listed,not listed,not listed,not listed,not listed,not listed,not listed,0,present,certain,present,probable,not listed,NA,not listed,NA,not listed,NA,0,0,28,24,31,183,129,248,198,129,248,168,135,205,NAV,NAV,NAV,"HANZAB, del Hoyo et al. (1992-2013)",2.13,2.21,-0.07,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,1,NAV,5.5,4,8,NAV,NAV,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,annual outward migration Non-marine,1,medium,low,NAV,NAV,NAV,0.975,0.96,0.98,181,81,69,185,77,251,106,45,415,12,5,0,1,38,9,21,14,NA,NA,NA,NA,53,53
Amytornis barbatus,Gray Grasswren,Maluridae,Passeriformes,11,5,6,0,3,13.8,7.6,3.6,4.9,24.1,58.5,5.5,49.7,10,102.9,18.4,Dunning,NA,NO,NA,NA,Grassland,3,1,Omnivore,Omnivore,Generalist,1048,1048,Amytornis,barbatus,NA,NA,"Fairy-wrens, Emu-wrens and Grasswrens",Maluridae,Passeriformes,22,6,3,1,0,1,0,0,2,14,6,136,4.4,NA,BC4,Australasian Wrens,"Honeyeaters, Thornbills, Bristlebirds, Australasian Wrens, Allies",Endemic (entirely Australian),1,0,0,0,0,0,1,0,0,7,7,LC,NA,LC,NA,LC,NA,LC,NA,LC,NA,not listed,NA,not listed,not listed,not listed,not listed,not listed,not listed,not listed,EN,not listed,NT,Rare,not listed,not listed,not listed,not listed,Core,not listed,Core,Core,not listed,not listed,not listed,not listed,not listed,not listed,not listed,not listed,not listed,not listed,not listed,0,not listed,NA,not listed,NA,not listed,NA,not listed,NA,not listed,NA,0,0,20,18,21,18.4,15,23,18.8,15,21.5,18,15,23,NAV,NAV,NAV,HANZAB,NAV,NAV,0.08,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,NAV,2.3,2,3,19.6,15,0,1,0,0,0,0,1,1,0,NAV,1,0,0,0,0,none,0,nil,certain,1102,0,55,7.005,1.12,1.09,78,187,29,119,86,119,1867,456,3937,2,68,1,0,6,1,17,6,NA,NA,NA,NA,871,871
Amytornis goyderi,Eyrean Grasswren,Maluridae,Passeriformes,9,3,4,2,2,13.6,7.3,3.7,6.1,22.4,57.7,4.1,53.4,7.1,77.5,16.7,Dunning,NA,NO,NA,NA,Grassland,3,1,Omnivore,Granivore,Terrestrial,1062,1076,Amytornis,goyderi,NA,NA,"Fairy-wrens, Emu-wrens and Grasswrens",Maluridae,Passeriformes,22,6,3,7,0,1,0,1,1,14,6,136,4.4,9.7,BC4,Australasian Wrens,"Honeyeaters, Thornbills, Bristlebirds, Australasian Wrens, Allies",Endemic (entirely Australian),1,0,0,0,0,0,1,0,0,7,7,LC,NA,LC,NA,LC,NA,LC,NA,LC,NA,not listed,NA,not listed,not listed,not listed,not listed,not listed,not listed,not listed,not listed,not listed,LC,not listed,not listed,not listed,not listed,not listed,not listed,Core,Core,Core,not listed,not listed,not listed,not listed,not listed,not listed,not listed,not listed,not listed,not listed,not listed,0,not listed,NA,not listed,NA,not listed,NA,not listed,NA,not listed,NA,0,0,16,15,17,16.7,14,18.5,17,15,18.5,16.4,14,17.5,NAV,NAV,NAV,HANZAB,0.78,0.81,0.08,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,NAV,2.5,2,3,19.8,15.1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,none,0,nil,certain,NAV,NAV,NAV,2.166,1.12,1.09,242,54,82,0,0,9,0,0,55,3,31,2,4,56,3,0,0,NA,NA,NA,NA,515,u515
Amytornis striatus,Striated Grasswren,Maluridae,Passeriformes,11,3,6,2,4,15.1,8,3,3.9,25.3,59.5,4.6,56.2,7.5,82,19.6,Dunning,NA,NO,NA,NA,Grassland,2,1,Omnivore,Omnivore,Terrestrial,1053,1051,Amytornis,striatus,NA,NA,"Fairy-wrens, Emu-wrens and Grasswrens",Maluridae,Passeriformes,22,6,3,4,0,1,0,0,4,14,6,136,4.4,NA,BC4,Australasian Wrens,"Honeyeaters, Thornbills, Bristlebirds, Australasian Wrens, Allies",Endemic (entirely Australian),1,0,0,0,0,0,1,0,0,7,7,LC,NA,LC,NA,LC,NA,LC,NA,LC,NA,not listed,NA,not listed,not listed,not listed,not listed,not listed,not listed,not listed,VU,not listed,NT,Rare,not listed,not listed,priority,not listed,Core,Core,Core,Core,not listed,Core,Core,not listed,not listed,not listed,not listed,not listed,not listed,not listed,not listed,0,not listed,NA,not listed,NA,not listed,NA,not listed,NA,not listed,NA,0,0,17,15,19,18.6,10,21,18.1,15,21,16.5,10,20.5,NAV,NAV,NAV,HANZAB,NAV,NAV,0.08,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,NAV,2.2,2,3,19.7,15.4,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,none,0,nil,certain,68,0,9,0.739,1.05,1.05,1348,1592,46,47,1,108,54,3,201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,513,513
Anas acuta,Northern Pintail,Anatidae,Anseriformes,10,5,5,0,4,48.1,31.9,14.5,14.8,36.9,256.7,148.4,107.8,57.8,124.7,944.6,Dunning,NA,NO,NA,NA,Wetland,3,3,Herbivore,Herbivore aquatic,Aquatic,38,68,Anas,acuta,NA,NA,"Ducks, Geese and Swans",Anatidae,Anseriformes,2,2,12,5,0,1,0,1,1,25,53,3,6.3,12.6,Anatinae,"Ducks, Geese, Other Waterfowl, Screamers","Ducks, Geese, Other Waterfowl, Screamers",Vagrant,0,0,0,0,1,0,0,0,1,0,1,LC,NA,Vagrant,NA,Vagrant,NA,Vagrant,NA,Vagrant,NA,not listed,NA,not listed,not listed,not listed,not listed,not listed,1,not listed,not listed,not listed,LC,not listed,not listed,not listed,not listed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,not listed,NA,present,possible,not listed,NA,vagrant,NA,not listed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAV,NAV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,vagrancy,1,total,certain,NAV,NAV,NAV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,800,u800
Anas castanea,Chestnut Teal,Anatidae,Anseriformes,4,2,2,0,2,37.7,28.6,15,12.4,33.9,202,95.1,114.3,45.5,87.7,624,Dunning,NA,NO,NA,NA,Wetland,3,2,Omnivore,Aquatic predator,Aquatic,37,67,Anas,castanea,NA,NA,"Ducks, Geese and Swans",Anatidae,Anseriformes,2,2,12,4,0,1,0,1,1,25,53,3,6.3,12.6,Anatinae,"Ducks, Geese, Other Waterfowl, Screamers","Ducks, Geese, Other Waterfowl, Screamers",Endemic (entirely Australian),1,0,0,0,0,0,1,0,0,7,7,LC,NA,LC,NA,LC,NA,LC,NA,LC,NA,not listed,NA,not listed,not listed,not listed,not listed,not listed,not listed,not listed,not listed,not listed,LC,not listed,not listed,not listed,not listed,Core,Core,not listed,Core,Core,Core,Core,Core,not listed,not listed,not listed,not listed,not listed,not listed,not listed,not listed,0,not listed,NA,not listed,NA,not listed,NA,vagrant,NA,not listed,NA,0,0,43,35,50,638,505,816,683,562,816,593,505,766,NAV,NAV,NAV,HANZAB,3.73,3.86,-0.17,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,46.5,9,3,22,52.5,37.5,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,irregular outward dispersal,0,nil,certain,2355,839,103,0.843,0.91,0.94,1162,180,87,55,27,94,10,6,13,3,13,52,5,1,5,2,20,299,575,-8.9,1,210,u210
Anas gracilis,Gray Teal,Anatidae,Anseriformes,5,2,3,0,3,39.2,30.1,15.3,12,32.9,192.2,91.8,102,47.3,72,488.1,Dunning,NA,NO,NA,NA,Wetland,3,1,Omnivore,Aquatic predator,Aquatic,36,66,Anas,gracilis,NA,Treated as monotypic based on Marchant and Higgins (1990) and del Hoyo et al. (2014),"Ducks, Geese and Swans",Anatidae,Anseriformes,2,2,12,3,0,1,0,1,4,25,53,3,6.3,8.9,Anatinae,"Ducks, Geese, Other Waterfowl, Screamers","Ducks, Geese, Other Waterfowl, Screamers",Australian,1,0,0,0,0,0,0,0,0,3,3,LC,NA,LC,NA,LC,NA,LC,NA,LC,NA,not listed,NA,not listed,not listed,not listed,not listed,not listed,not listed,not listed,not listed,not listed,LC,not listed,not listed,not listed,not listed,Core,Core,Core,Core,Core,Core,Core,Core,not listed,not listed,not listed,not listed,not listed,not listed,not listed,not listed,0,present,certain,present,probable,not listed,NA,present,certain,present,probable,0,0,43,42,44,493,323,670,505,359,670,465,323,524,500,430,565,HANZAB,3.52,3.65,-0.12,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,41.6,8,6,14,49.8,36,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,irregular outward dispersal,1,low,low,11575,3183,5916,0.416,0.99,0.99,6812,1120,86,100,97,100,16,16,16,8,6,5,4,12,6,3,57,NA,NA,NA,NA,211,u211
Anas platyrhynchos,Mallard,Anatidae,Anseriformes,12,6,6,0,4,58.5,41,20.8,17.8,40.6,263.4,133.5,129.9,50.7,86.9,843.4,Dunning,NA,NO,NA,NA,Wetland,3,2,Herbivore,Herbivore aquatic,Aquatic,35,69,Anas,platyrhynchos,NA,NA,"Ducks, Geese and Swans",Anatidae,Anseriformes,2,2,12,2,0,1,0,1,3,25,53,3,6.3,9.6,Anatinae,"Ducks, Geese, Other Waterfowl, Screamers","Ducks, Geese, Other Waterfowl, Screamers",Introduced,0,0,0,1,0,0,0,0,0,2,2,LC,NA,Introduced,NA,Introduced,NA,Introduced,NA,Introduced,NA,not listed,NA,not listed,not listed,not listed,not listed,not listed,not listed,not listed,not listed,not listed,not listed,not listed,not listed,not listed,not listed,Introduced,Introduced,not listed,Introduced,Introduced,Introduced,Introduced,Introduced,Introduced,Introduced,not listed,Introduced,not listed,not listed,not listed,not listed,0,not listed,NA,present,none,not listed,NA,present,possible,present,possible,NA,NA,60,50,70,1230,750,2800,1310,859,2800,1150,750,2400,NAV,NAV,NAV,HANZAB,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,NAV,11,4,18,57.7,43,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,possible irregular transboundary dispersal,0,nil,high,2080,2435,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,948,u948
Anas superciliosa,Pacific Black Duck,Anatidae,Anseriformes,5,2,2,1,4,57.5,40.4,20,15.8,39.2,251.2,118.8,132.8,47.1,78,882.8,Dunning,NA,NO,NA,NA,Wetland,3,2,Herbivore,Herbivore aquatic,Aquatic,34,70,Anas,superciliosa,NA,"Treated as monotypic based on Marchant and Higgins (1990) and del Hoyo et al. (2014). Dickinson and Remsen (2013) recognise superciliosa (Indonesia through Australia to New Zealand) and pelewensis (Micronesia, Melanesia and Polynesia)","Ducks, Geese and Swans",Anatidae,Anseriformes,2,2,12,1,0,1,0,1,2,25,53,3,6.3,10.6,Anatinae,"Ducks, Geese, Other Waterfowl, Screamers","Ducks, Geese, Other Waterfowl, Screamers",Australian,1,0,0,0,0,0,0,0,0,3,3,LC,NA,LC,NA,LC,NA,LC,NA,LC,NA,not listed,NA,not listed,not listed,not listed,not listed,not listed,not listed,not listed,not listed,not listed,LC,not listed,not listed,not listed,not listed,Core,Core,Core,Core,Core,Core,Core,Core,Core,Core,not listed,Core,not listed,not listed,not listed,not listed,0,present,certain,present,probable,present,certain,present,certain,present,probable,0,0,54,47,60,1060,600,1400,1100,765,1400,1010,600,1400,NAV,NAV,NAV,HANZAB,5.33,5.52,-0.12,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,38.9,9.1,7,12,58,41,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,irregular outward dispersal,1,low,low,9916,2676,7760,0.428,0.92,0.95,6318,1601,80,100,100,100,25,25,25,3,4,3,1,26,1,1,61,NA,NA,NA,NA,208,u208
Anhinga novaehollandiae,Australasian Darter,Anhingidae,Suliformes,4,2,2,0,4,87.1,75,9.4,12.6,51.3,353,153.3,199.7,43.5,219,1480.1,Dunning,NA,NO,NA,NA,Wetland,3,1,Carnivore,Aquatic predator,Aquatic,684,350,Anhinga,novaehollandiae,NA,Species follows del Hoyo et al. (2014).,Darter,Anhingidae,Pelecaniformes,15,8,1,1,0,1,0,0,2,4,1,10,29.2,NA,Anhingidae,"Cormorants, Anhingas, Gannets, Frigatebirds","Cormorants, Anhingas, Gannets, Frigatebirds",Australian,1,0,0,0,0,0,0,0,0,6,6,LC,NA,LC,NA,LC,NA,LC,NA,LC,NA,not listed,NA,not listed,not listed,not listed,not listed,not listed,not listed,not listed,not listed,not listed,LC,Rare,not listed,not listed,not listed,Core,Core,Core,Core,Core,not listed,Core,Core,not listed,not listed,not listed,not listed,not listed,not listed,not listed,not listed,0,present,certain,present,certain,present,possible,vagrant,NA,not listed,NA,0,0,90,86,94,1540,900,2600,1660,1200,2100,1720,900,2600,1390,1025,1750,HANZAB,4.56,4.72,-0.29,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,24,4,2,6,58.6,37.5,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,possible irregular transboundary dispersal,0,nil,low,6355,2423,39,0.424,1.22,1.14,4838,2713,64,101,101,101,62,59,63,19,7,10,6,36,5,9,8,183,275,0.2,-2.2,101,101
Anous minutus,Black Noddy,Laridae,Charadriiformes,4,2,2,0,4,49.5,31.2,4.2,6.5,21.9,222,135.8,86.2,61.2,114,112.4,Dunning,NA,NO,NA,NA,Marine,3,2,Carnivore,Aquatic predator,Aerial,401,636,Anous,minutus,NA,NA,"Gulls, Terns and Noddies",Laridae,Charadriiformes,11,13,1,3,0,1,0,0,7,3,24,17,9.3,NA,Lari,"Gulls, Terns, Auks, Crab Plover","Gulls, Terns, Auks, Crab Plover",Australian,1,0,0,0,0,0,0,0,0,4,4,LC,NA,LC,NA,LC,NA,LC,NA,LC,NA,not listed,NA,not listed,not listed,not listed,not listed,not listed,1,not listed,not listed,not listed,LC,not listed,not listed,not listed,not listed,not listed,not listed,not listed,Core,not listed,not listed,not listed,Core,Core,Core,not listed,not listed,not listed,not listed,Core,Core,1,present,probable,present,probable,not listed,NA,vagrant,NA,present,possible,0,0,38,35,40,111,90,144,94,93,95,97.5,90,104,110,98,144,"HANZAB, Urban et al. (1986)",1.51,1.56,-0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,NAV,1,1,1,44.9,31.3,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,marine outward,1,high,low,5086,1032,42,NA,1.24,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124,124
