"CensusKey","FRic","FEve","FDis","FDiv","Q","sp_richness","ibraCode","IBRA","zonekey","formation","class","CCS","SCS","FCS","vi","LMA_cwm","seedmass_cwm","height_cwm","LA_cwm","leafN_cwm","wooddensity_cwm","classIBRA"
"CPJGI0057487",0.000207866,0.972895852,1.347734436,0.74085978,1.779167028,7,"NNC","NSW North Coast",696920,"Freshwater wetlands","Coastal Heath Swamps",28.40207364,0.01,NA,0.532935959,1.98204147478101,-0.767159910729366,0.0124795940532272,3.28094084570648,1.13747645342246,-0.212084594959858,"Coastal Heath SwampsNSW North Coast"
"CPJGI0057478",0.001843169,0.852009429,0.956308254,0.708855004,1.331895684,16,"NNC","NSW North Coast",696911,"Grasslands","Maritime Grasslands",72.18655982,0.01,NA,0.84962674,1.77540084396631,-0.119921504972716,-0.349534187336893,2.55717334526135,1.27853403957869,-0.172583075561056,"Maritime GrasslandsNSW North Coast"
"CPJGI0057486",0.131200636,0.776603695,1.263833891,0.685886475,1.821248246,42,"NNC","NSW North Coast",696919,"Heathlands","Coastal Headland Heaths",96.06689453,0.01,NA,0.980137207,1.94850589892758,1.0755363950942,0.627274254678022,3.45734040093686,1.24607254633688,-0.23150672636285,"Coastal Headland HeathsNSW North Coast"
"CPJGI0057490",0.013860856,0.817073949,1.365627138,0.757319734,1.861720113,25,"NNC","NSW North Coast",696923,"Freshwater wetlands","Coastal Heath Swamps",83.21126879,0.01,NA,0.912202109,2.25868974157302,0.359634594574502,0.090632919195809,2.28593409856054,1.02303120926846,-0.233713368008534,"Coastal Heath SwampsNSW North Coast"
"CPJGI0057488",0.000409617,0.814526897,1.076073717,0.76976577,1.428069329,10,"NNC","NSW North Coast",696921,"Grasslands","Maritime Grasslands",69.03140427,0.01,NA,0.830851396,1.91060804697159,0.283614358892394,-0.257417756144152,2.16231638283907,1.15671175423278,-0.189276308730219,"Maritime GrasslandsNSW North Coast"
"CPJGI0057512",0.099645895,0.818274369,1.517026728,0.733487124,2.100282197,45,"NNC","NSW North Coast",696945,"Wet sclerophyll forests (Grassy subformation)","Northern Hinterland Wet Sclerophyll Forests",80.65475285,0.01,NA,0.898079912,1.95043406664095,0.0481924433530765,0.423053480917977,3.04234650461468,1.23073055864044,-0.207078069562606,"Northern Hinterland Wet Sclerophyll ForestsNSW North Coast"
"CPJGI0057481",0.003059583,0.889079058,1.084230585,0.772539586,1.473490138,16,"NNC","NSW North Coast",696914,"Grasslands","Maritime Grasslands",86.0627541,0.01,NA,0.927700135,1.8658095337629,-0.0875082722689087,-0.398792141294422,2.64795340340783,1.15672073979763,-0.191651672642102,"Maritime GrasslandsNSW North Coast"
"CPJGI0057489",0.038256714,0.828495976,1.173364594,0.715412034,1.653249965,32,"NNC","NSW North Coast",696922,"Heathlands","Coastal Headland Heaths",87.49628668,0.01,NA,0.935394498,1.98541484222645,1.2134004443576,0.523782183756219,3.23025608543879,1.25218633855488,-0.206909792174802,"Coastal Headland HeathsNSW North Coast"
"CPJGI0057493",NA,0.827821848,1.149641684,0.816077974,1.414515914,4,"SEQ","South Eastern Queensland",696926,"Freshwater wetlands","Coastal Freshwater Lagoons",59.57302593,0.01,NA,0.771835643,1.9849665935574,-0.564345114139409,0.219417093143166,3.14780917979732,1.15101487275697,-0.201528660673248,"Coastal Freshwater LagoonsSouth Eastern Queensland"
"CPJGI0057530",0.007175519,0.86644018,1.174565045,0.785602342,1.593627318,17,"NNC","NSW North Coast",696963,"Saline wetlands","Saltmarshes",81.81818182,0.01,NA,0.904534034,1.86075548868147,0.573595309454845,0.385463836687056,3.01434075460097,1.22373865203047,-0.285527372037945,"SaltmarshesNSW North Coast"
"CPJGI0057534",0.003537548,0.855759145,1.024512859,0.741535125,1.417698375,17,"NNC","NSW North Coast",696967,"Forested wetlands","Coastal Swamp Forests",51.82866442,0.01,NA,0.719921276,1.95092421963014,0.288944272028065,-0.23102130505646,2.1699680706707,1.18406696737726,-0.180427369870695,"Coastal Swamp ForestsNSW North Coast"
"CPJGI0057562",0.078466659,0.765066358,1.493862214,0.723903561,2.068951279,35,"NNC","NSW North Coast",696995,"Forested wetlands","Eastern Riverine Forests",89.59669085,0.01,NA,0.946555285,1.83500110307182,0.380301022987591,0.325431915769144,2.7708714315755,1.39872336261945,-0.241350618959962,"Eastern Riverine ForestsNSW North Coast"
"CPJGI0057590",0.101100196,0.799029708,1.05803147,0.714120343,1.515235726,51,"NNC","NSW North Coast",697023,"Heathlands","Coastal Headland Heaths",82.57177237,0.01,NA,0.908690114,2.26496790469953,0.299800201691907,-0.0935605739285036,1.95807480503769,1.03997742634623,-0.192808479341118,"Coastal Headland HeathsNSW North Coast"
"CPJGI0057598",0.04345482,0.796252557,1.536469861,0.713427685,2.126394896,25,"NNC","NSW North Coast",697031,"Heathlands","Northern Montane Heaths",89.37415166,0.01,NA,0.945379033,2.06602097722865,-0.296647402988576,0.032702015725387,2.50244061012639,1.13328706711131,-0.21086452309482,"Northern Montane HeathsNSW North Coast"
"CPJGI0057602",0.002630976,0.764123896,1.515587277,0.736860451,2.048406504,14,"NNC","NSW North Coast",697035,"Heathlands","Northern Montane Heaths",46.37511967,0.01,NA,0.680992802,2.06518330000958,-0.508457624122946,-0.15359854730076,2.29827672695516,1.06243665404939,-0.178630493169131,"Northern Montane HeathsNSW North Coast"
"CPJGI0057556",0.003098972,0.81994787,1.084130589,0.719788481,1.503455975,26,"NET","New England Tableland",696989,"Freshwater wetlands","Montane Bogs and Fens",69.6166651,0.01,NA,0.834366017,1.98993178326993,-0.526683570595803,-0.241907386438287,2.64085693734477,1.1677484724366,-0.218162111420993,"Montane Bogs and FensNew England Tableland"
"CPJGI0057560",0.052592664,0.740636939,1.298451852,0.649166013,1.844095465,50,"NNC","NSW North Coast",696993,"Rainforests","Subtropical Rainforests",79.29992795,0.01,NA,0.89050507,1.89127269902976,1.38754623097767,1.02178678351679,3.60361153855658,1.22147257349376,-0.268029699959247,"Subtropical RainforestsNSW North Coast"
"CPJGI0057600",0.015455651,0.762685611,1.118973619,0.699699406,1.585871239,27,"NNC","NSW North Coast",697033,"Dry sclerophyll forests (Shrubby subformation)","Northern Escarpment Dry Sclerophyll Forests",56.87391127,0.01,NA,0.754147938,2.1778940701384,0.311910674952693,0.145150707771489,2.14319370217272,1.10798619132574,-0.184712404706486,"Northern Escarpment Dry Sclerophyll ForestsNSW North Coast"
"CPJGI0057608",0.179386773,0.815709834,1.386316319,0.714430695,1.975497468,64,"NNC","NSW North Coast",697041,"Wet sclerophyll forests (Grassy subformation)","Northern Hinterland Wet Sclerophyll Forests",99.73962855,0.01,NA,0.998697294,2.05222592064981,0.510941560041392,0.283517063984504,2.72100599578242,1.16048090918877,-0.217173243919842,"Northern Hinterland Wet Sclerophyll ForestsNSW North Coast"
"CPJGI0057612",0.029116691,0.808427067,1.821687561,0.753891521,2.453284304,16,"NNC","NSW North Coast",697045,"Forested wetlands","Coastal Swamp Forests",42.02240509,0.01,NA,0.648246906,1.98039648770777,1.1038439850324,0.763520514225645,3.2135293079779,1.21677621820184,-0.273725807919593,"Coastal Swamp ForestsNSW North Coast"
"CPJGI0057591",0.060581839,0.822991088,1.131789177,0.699026949,1.625392841,56,"NNC","NSW North Coast",697024,"Heathlands","Coastal Headland Heaths",80.5629679,0.01,NA,0.89756876,2.21422092043789,0.189217545711789,-0.140778938117186,2.10786067092349,1.03341719744819,-0.172683099212522,"Coastal Headland HeathsNSW North Coast"
"CPJGI0057603",0.004507741,0.792074938,1.455173605,0.749751254,1.9472458,15,"NNC","NSW North Coast",697036,"Freshwater wetlands","Montane Bogs and Fens",56.13083871,0.01,NA,0.74920517,2.16931166348122,-0.816479999542811,-0.177864295150792,1.80296918649523,1.05457183715051,-0.181694507983472,"Montane Bogs and FensNSW North Coast"
"CPJGI0057607",0.395592806,0.76996856,1.356074733,0.712767141,1.946709742,62,"NNC","NSW North Coast",697040,"Wet sclerophyll forests (Grassy subformation)","Northern Hinterland Wet Sclerophyll Forests",96.57909135,0.01,NA,0.982746617,1.99160885883775,0.483825631274199,0.253233829828878,2.86572423391625,1.18124129757476,-0.227013514793229,"Northern Hinterland Wet Sclerophyll ForestsNSW North Coast"
"CPJGI0057521",0.60111116,0.833254244,1.334499204,0.737683214,1.886589674,98,"SEQ","South Eastern Queensland",696954,"Dry sclerophyll forests (Shrubby subformation)","North Coast Dry Sclerophyll Forests",100,0.01,NA,1,2.13253036296916,0.455971263905525,0.0929584133378083,2.5951087511132,1.12463111600918,-0.197214640718693,"North Coast Dry Sclerophyll ForestsSouth Eastern Queensland"
"CPJGI0057573",0.062680402,0.844913784,1.114501929,0.753147664,1.553336848,61,"NET","New England Tableland",697006,"Dry sclerophyll forests (Shrub/grass subformation)","Clarence Dry Sclerophyll Forests",100,0.01,NA,1,2.00320654278424,0.0553076946375056,0.00223298989871081,2.72685512076458,1.23009340020813,-0.183505725125382,"Clarence Dry Sclerophyll ForestsNew England Tableland"
"CPJGI0057589",0.076987526,0.822515809,1.379638303,0.713617945,1.956057323,28,"NNC","NSW North Coast",697022,"Wet sclerophyll forests (Shrubby subformation)","North Coast Wet Sclerophyll Forests",51.23746653,0.01,NA,0.71580351,2.12525357886465,0.187988627837342,0.236099256962405,3.10558449049231,1.15809601765887,-0.212261962630492,"North Coast Wet Sclerophyll ForestsNSW North Coast"
"CPJGI0057601",0.004179401,0.821837257,1.408959674,0.725301695,1.941469044,20,"NNC","NSW North Coast",697034,"Freshwater wetlands","Montane Bogs and Fens",71.96259628,0.01,NA,0.848307705,2.2096096513502,-0.72395063944381,-0.257448600192216,2.01271334574592,1.07207578330228,-0.19014185127829,"Montane Bogs and FensNSW North Coast"
"CPJGI0057609",0.207609966,0.810350493,1.372155179,0.713970592,1.95334969,46,"NNC","NSW North Coast",697042,"Wet sclerophyll forests (Grassy subformation)","Northern Hinterland Wet Sclerophyll Forests",78.79551831,0.01,NA,0.887668397,1.96440864561341,0.169825558315759,0.217084706218635,2.85067802407348,1.22359189423135,-0.224176035228552,"Northern Hinterland Wet Sclerophyll ForestsNSW North Coast"
"CPJGI0057618",0.042170794,0.847161442,1.16830502,0.719831591,1.647345975,37,"NET","New England Tableland",697051,"Grasslands","Temperate Montane Grasslands",93.70484881,0.01,NA,0.968012649,1.8957355798427,-0.0469974320492101,-0.288886726795564,2.2380718358034,1.26900326838511,-0.166177849872258,"Temperate Montane GrasslandsNew England Tableland"
"CPJGI0057630",0.045470462,0.799810867,1.226197188,0.697643234,1.741181621,47,"NNC","NSW North Coast",697063,"Heathlands","Coastal Headland Heaths",87.09388019,0.01,NA,0.93324102,2.21777708426136,0.281660122044876,-0.115340487261745,2.18749549001105,1.05948806726266,-0.189403479084806,"Coastal Headland HeathsNSW North Coast"
"CPJGI0057634",0.024235435,0.818167834,1.268328837,0.711255002,1.786402557,41,"NET","New England Tableland",697067,"Grassy woodlands","New England Grassy Woodlands",93.59860528,0.01,NA,0.967463722,2.06797670735241,-0.0353532975740637,-0.178167654185098,2.39866027184839,1.16230564362796,-0.176651433136073,"New England Grassy WoodlandsNew England Tableland"
"CPJGI0057638",0.000403774,0.766273348,1.741773278,0.793751735,2.212382205,9,"NNC","NSW North Coast",697071,"Freshwater wetlands","Montane Bogs and Fens",41.32430915,0.01,NA,0.642839865,2.09095734311395,-0.959157079184577,0.169750149077117,2.29194382830952,0.950424932771761,-0.207055677570563,"Montane Bogs and FensNSW North Coast"
"CPJGI0057650",0.018479957,0.786757849,1.040095818,0.741382203,1.44473283,27,"NNC","NSW North Coast",697083,"Heathlands","Coastal Headland Heaths",82.45019577,0.01,NA,0.908020902,2.22166149325961,0.545278147313195,-0.0153064683283939,2.71611842138649,1.12736698250218,-0.175120244469619,"Coastal Headland HeathsNSW North Coast"
"CPJGI0057666",0.064199839,0.815206697,1.242476899,0.709538152,1.767329325,40,"NET","New England Tableland",697099,"Grasslands","Temperate Montane Grasslands",100,0.01,NA,1,1.90379831694487,-0.0900079404374003,-0.245614515765063,2.55245900149764,1.30557516982533,-0.190970763965819,"Temperate Montane GrasslandsNew England Tableland"
"CPJGI0057670",0.003478888,0.756077508,1.608292412,0.758155855,2.085709664,14,"NNC","NSW North Coast",697103,"Forested wetlands","Coastal Swamp Forests",46.10598773,0.01,NA,0.679013901,2.06803333411931,-0.316931697273839,0.134292008079796,3.40661284823441,1.06350423099767,-0.216383952125437,"Coastal Swamp ForestsNSW North Coast"
"CPJGI0057678",0.007384112,0.904722103,1.136977427,0.803442967,1.520630802,13,"NNC","NSW North Coast",697111,"Heathlands","Wallum Sand Heaths",33.55938084,0.01,NA,0.57930459,2.1460648091737,0.0630347649507149,-0.0716842467164403,3.03964733704245,1.11531495854801,-0.23692181252521,"Wallum Sand HeathsNSW North Coast"
"CPJGI0057682",0.005214399,0.783707291,1.292700313,0.705737323,1.82556531,15,"NNC","NSW North Coast",697115,"Freshwater wetlands","Coastal Heath Swamps",34.46205034,0.01,NA,0.587043868,2.04691447817447,-0.751782839933627,-0.289754401285514,2.3900584878034,1.14924212228111,-0.203170435035438,"Coastal Heath SwampsNSW North Coast"
"CPJGI0057690",NA,0.821486331,1.231000866,0.657982198,1.67433392,5,"SEQ","South Eastern Queensland",697123,"Freshwater wetlands","Coastal Freshwater Lagoons",42.54481463,0.01,NA,0.652263863,1.95027421287586,-0.707377098710942,-0.737526319551623,2.56225854636964,1.20075759002124,-0.172851276633672,"Coastal Freshwater LagoonsSouth Eastern Queensland"
"CPJGI0057694",NA,0.593421787,0.800607913,0.799233994,0.904525702,3,"SEQ","South Eastern Queensland",697127,"Freshwater wetlands","Coastal Freshwater Lagoons",21.51195658,0.01,NA,0.463809838,1.98862719098207,-0.167491518383851,-0.423127235525146,2.8058905775365,1.11631998691563,-0.207437405644828,"Coastal Freshwater LagoonsSouth Eastern Queensland"
"CPJGI0057698",7.58e-06,0.875452639,1.657648445,0.717922551,2.196765239,7,"SEQ","South Eastern Queensland",697131,"Freshwater wetlands","Coastal Freshwater Lagoons",55.6129454,0.01,NA,0.745740876,1.89686554160464,-0.91743932798639,-0.490358371264707,3.01324220121777,1.21513014503258,-0.196504942235255,"Coastal Freshwater LagoonsSouth Eastern Queensland"
"CPJGI0057702",NA,0.822483952,1.371408594,0.763716082,1.753285015,5,"SEQ","South Eastern Queensland",697135,"Freshwater wetlands","Coastal Freshwater Lagoons",44.68451818,0.01,NA,0.668464795,1.88534113882448,-0.622469733957847,-0.955142188739481,2.44948208311163,1.20779506590214,-0.161524907707735,"Coastal Freshwater LagoonsSouth Eastern Queensland"
"CPJGI0057628",0.1883602,0.811541129,1.337943874,0.713366344,1.916109734,55,"NNC","NSW North Coast",697061,"Wet sclerophyll forests (Grassy subformation)","Northern Hinterland Wet Sclerophyll Forests",94.80144722,0.01,NA,0.973660347,2.07592831065623,0.524501282844155,0.452085528563938,3.073981210555,1.14672865540789,-0.215553587703032,"Northern Hinterland Wet Sclerophyll ForestsNSW North Coast"
"CPJGI0057660",0.164195796,0.848337888,1.377012082,0.735295049,1.931985255,61,"SEQ","South Eastern Queensland",697093,"Dry sclerophyll forests (Shrubby subformation)","North Coast Dry Sclerophyll Forests",99.55387381,0.01,NA,0.997766876,2.15149784066871,0.277699371014692,0.197147328501777,2.39171958064571,1.08183652972301,-0.19608595557017,"North Coast Dry Sclerophyll ForestsSouth Eastern Queensland"
"CPJGI0057664",0.190910262,0.819845145,1.290545806,0.68111858,1.865824916,66,"NNC","NSW North Coast",697097,"Wet sclerophyll forests (Shrubby subformation)","North Coast Wet Sclerophyll Forests",89.09605116,0.01,NA,0.943907046,1.9714960859028,1.00757093983197,0.753049676520039,3.34711054293565,1.19969973974898,-0.226483543202214,"North Coast Wet Sclerophyll ForestsNSW North Coast"
"CPJGI0057668",0.00506362,0.856989769,1.433599231,0.737889789,1.957611247,16,"NNC","NSW North Coast",697101,"Freshwater wetlands","Coastal Heath Swamps",57.69943958,0.01,NA,0.759601472,2.16454465127619,-0.211176658887159,0.0146468024643275,1.6012140125875,0.997974584168135,-0.236240099119445,"Coastal Heath SwampsNSW North Coast"
"CPJGI0057676",0.011651448,0.794271457,1.117213652,0.696431309,1.566348552,28,"NNC","NSW North Coast",697109,"Freshwater wetlands","Coastal Heath Swamps",82.19329306,0.01,NA,0.906605168,2.20611760914637,0.119775036249828,0.0714136707412288,2.02251302948433,1.01936188143885,-0.213609586379614,"Coastal Heath SwampsNSW North Coast"
"CPJGI0057688",NA,0.895467529,1.434635179,0.780551865,1.763574052,4,"SEQ","South Eastern Queensland",697121,"Freshwater wetlands","Coastal Freshwater Lagoons",31.61638742,0.01,NA,0.562284514,1.91343662519363,-0.926410295219674,-0.143897547542968,3.19489990792652,1.27998327203474,-0.212193562470219,"Coastal Freshwater LagoonsSouth Eastern Queensland"
"CPJGI0057692",NA,0.822483952,1.371408594,0.763716082,1.753285015,5,"SEQ","South Eastern Queensland",697125,"Freshwater wetlands","Coastal Freshwater Lagoons",44.68451818,0.01,NA,0.668464795,1.91112265876066,-0.332209139324021,-0.763666993759156,2.54727516661268,1.15985677309174,-0.180177600566218,"Coastal Freshwater LagoonsSouth Eastern Queensland"
"CPJGI0057696",NA,NA,0.346486842,1,0.346486842,2,"SEQ","South Eastern Queensland",697129,"Freshwater wetlands","Coastal Freshwater Lagoons",16.65734576,0.01,NA,0.408134117,2.05691407996887,-0.0999051810289893,-0.240549360053039,2.95307664002373,1.08807738206202,-0.219045646953561,"Coastal Freshwater LagoonsSouth Eastern Queensland"
"CPJGI0057700",NA,0.767027196,0.745081436,0.788407852,0.908883174,4,"SEQ","South Eastern Queensland",697133,"Freshwater wetlands","Coastal Freshwater Lagoons",36.35118485,0.01,NA,0.602919438,1.90806318751079,-0.187265354330369,-0.524747781355658,2.87304595905679,1.14229047117217,-0.192080745254443,"Coastal Freshwater LagoonsSouth Eastern Queensland"
"CPJGI0057629",0.145446484,0.749920397,1.446051986,0.715056173,2.037414314,51,"NNC","NSW North Coast",697062,"Rainforests","Littoral Rainforests",96.27536876,0.01,NA,0.981200126,1.97956334214886,0.895632853051589,0.575413253280091,3.2862397616456,1.18912115592281,-0.250332364146214,"Littoral RainforestsNSW North Coast"
"CPJGI0057657",0.022552468,0.868036636,0.970601319,0.767687499,1.348137833,31,"SEQ","South Eastern Queensland",697090,"Wet sclerophyll forests (Shrubby subformation)","Northern Escarpment Wet Sclerophyll Forests",76.14096001,0.01,NA,0.872587875,2.24660225614219,0.699516455096704,0.0613757292003882,1.92596376930681,1.05911619705806,-0.192030835727695,"Northern Escarpment Wet Sclerophyll ForestsSouth Eastern Queensland"
"CPJGI0057669",0.008782053,0.805205109,1.550412338,0.71275326,2.165704293,16,"NNC","NSW North Coast",697102,"Freshwater wetlands","Coastal Heath Swamps",58.73145985,0.01,NA,0.766364534,2.12509997301668,-0.550650561007785,-0.0102963020731001,2.54309687088741,1.12736324454469,-0.21532297887587,"Coastal Heath SwampsNSW North Coast"
"CPJGI0057677",NA,0.911392446,0.788166466,0.885728708,0.910660807,3,"NNC","NSW North Coast",697110,"Freshwater wetlands","Coastal Freshwater Lagoons",28.26670735,0.01,NA,0.531664437,2.11844851643644,-0.506682494875963,-0.0579218191577321,3.10867105893878,1.11517827906445,-0.220499002028862,"Coastal Freshwater LagoonsNSW North Coast"
"CPJGI0057697",NA,0.669485198,1.12456804,0.671801548,1.425023793,4,"SEQ","South Eastern Queensland",697130,"Freshwater wetlands","Coastal Freshwater Lagoons",36.40046432,0.01,NA,0.603327973,2.06561810673024,-0.351524311811373,-0.134359587528862,3.1169948725677,1.16427290315243,-0.206551891985139,"Coastal Freshwater LagoonsSouth Eastern Queensland"
"CPJGI0057701",4.8e-06,0.779576289,1.455969462,0.713610291,1.920584941,7,"SEQ","South Eastern Queensland",697134,"Freshwater wetlands","Coastal Freshwater Lagoons",61.07405343,0.01,NA,0.781498902,2.03221017940947,-0.491385471082569,-0.385296013551351,2.75323181742552,1.15586952927033,-0.190405378945559,"Coastal Freshwater LagoonsSouth Eastern Queensland"
"CPJGI0057717",0.008648881,0.831428884,1.223109757,0.721246449,1.694452509,19,"NNC","NSW North Coast",697150,"Saline wetlands","Saltmarshes",81.81818182,0.01,NA,0.904534034,1.92370842391427,0.139307423630656,-0.166800681781092,2.77480489131992,1.16322973027521,-0.211495135097005,"SaltmarshesNSW North Coast"
"CPJGI0057647",0.308689311,0.847358059,1.539351457,0.71564822,2.158122251,74,"SEQ","South Eastern Queensland",697080,"Wet sclerophyll forests (Grassy subformation)","Northern Hinterland Wet Sclerophyll Forests",86.21061514,0.01,NA,0.928496716,2.01919562576475,0.227117143962088,0.381300298686393,2.94780418182483,1.22883618216716,-0.21595741387867,"Northern Hinterland Wet Sclerophyll ForestsSouth Eastern Queensland"
"CPJGI0057651",0.128911085,0.785647041,1.248816536,0.711347995,1.77883778,50,"SEQ","South Eastern Queensland",697084,"Grassy woodlands","Coastal Valley Grassy Woodlands",97.30111649,0.01,NA,0.986413283,2.03384474448263,0.269371441622882,0.0528369160526728,2.64410849012776,1.24649053785746,-0.190055286981906,"Coastal Valley Grassy WoodlandsSouth Eastern Queensland"
"CPJGI0057667",0.132430536,0.805465906,1.350431879,0.676908733,1.942090075,52,"NNC","NSW North Coast",697100,"Wet sclerophyll forests (Shrubby subformation)","North Coast Wet Sclerophyll Forests",96.76682374,0.01,NA,0.983701295,1.96898007446016,0.579108309945378,0.586663446314657,3.28755749272355,1.18797245655985,-0.239157579297436,"North Coast Wet Sclerophyll ForestsNSW North Coast"
"CPJGI0057671",0.241340087,0.798071016,1.258866847,0.70920034,1.796017679,60,"NNC","NSW North Coast",697104,"Wet sclerophyll forests (Grassy subformation)","Northern Hinterland Wet Sclerophyll Forests",85.83561415,0.01,NA,0.926475116,2.12244226967995,0.466825213235635,0.107856730166452,2.57762321618369,1.10341699416326,-0.203924245824145,"Northern Hinterland Wet Sclerophyll ForestsNSW North Coast"
"CPJGI0057675",0.131696937,0.841219316,1.233136473,0.732884613,1.737186024,46,"NNC","NSW North Coast",697108,"Heathlands","Coastal Headland Heaths",84.0807073,0.01,NA,0.916955328,2.03329944745305,0.415239805506145,-0.00770330928684096,2.93857269255921,1.20221178180962,-0.213484855568715,"Coastal Headland HeathsNSW North Coast"
"CPJGI0057679",1.57e-05,0.844920705,0.943292081,0.76694806,1.218822349,7,"NNC","NSW North Coast",697112,"Saline wetlands","Saltmarshes",63.63636364,0.01,NA,0.797724035,2.00186247860998,-0.29526320799112,-0.518666302397737,2.77049125449993,1.04601398876838,-0.195441770376501,"SaltmarshesNSW North Coast"
"CPJGI0057691",0.000135739,0.820446494,1.476834922,0.717448779,1.941850541,9,"SEQ","South Eastern Queensland",697124,"Freshwater wetlands","Coastal Freshwater Lagoons",78.50837559,0.01,NA,0.886049522,1.96375160001748,-0.781907722847969,-0.296185561670688,2.92143045406958,1.15075615626833,-0.217323256511822,"Coastal Freshwater LagoonsSouth Eastern Queensland"
"CPJGI0057699",0.00014125,0.859857687,1.480401994,0.72699555,1.966539232,9,"SEQ","South Eastern Queensland",697132,"Freshwater wetlands","Coastal Freshwater Lagoons",58.32401243,0.01,NA,0.763701594,1.88085224228903,-0.801561681498106,-0.385065148610591,3.00727003065728,1.19727867467455,-0.210339127963098,"Coastal Freshwater LagoonsSouth Eastern Queensland"
"CPJGI0057703",NA,0.329646473,1.587282853,0.762104602,1.715275209,3,"SEQ","South Eastern Queensland",697136,"Freshwater wetlands","Coastal Freshwater Lagoons",24.99067909,0.01,NA,0.499906782,1.9694249757937,-0.385724448111772,-0.526501717846541,2.71965816052649,1.11703622127085,-0.197916582198194,"Coastal Freshwater LagoonsSouth Eastern Queensland"
"CPJGI0057718",0.002781016,0.809798649,0.999665322,0.723671083,1.384207721,18,"SEQ","South Eastern Queensland",697151,"Freshwater wetlands","Coastal Freshwater Lagoons",83.33333333,0.01,NA,0.912870929,1.82202795530684,-0.654377365930676,-0.560627450255719,2.6849161891977,1.27097300114667,-0.190388797414791,"Coastal Freshwater LagoonsSouth Eastern Queensland"
"CPJGI0057722",0.014199592,0.821645266,1.133492627,0.72249666,1.580230329,22,"NNC","NSW North Coast",697155,"Forested wetlands","Eastern Riverine Forests",68.39746926,0.01,NA,0.827027625,1.87166069350792,0.131672061123828,0.214437957895752,2.91983443956578,1.35248512994234,-0.245156608255209,"Eastern Riverine ForestsNSW North Coast"
"CPJGI0057734",0.027030141,0.776369505,1.015926941,0.69208353,1.444929671,31,"NNC","NSW North Coast",697167,"Rainforests","Subtropical Rainforests",42.38579217,0.01,NA,0.651043717,1.90227283470814,1.4362046269346,1.17388874594937,3.39070709351008,1.26212109410268,-0.263553376001434,"Subtropical RainforestsNSW North Coast"
"CPJGI0057738",0.022638881,0.791113614,1.364164823,0.730180489,1.884663957,24,"NNC","NSW North Coast",697171,"Dry sclerophyll forests (Shrubby subformation)","Coastal Dune Dry Sclerophyll Forests",66.21864349,0.01,NA,0.813748385,2.20996139820057,0.609221890427171,0.4578292139743,1.941577968193,1.05285280516292,-0.187589361592583,"Coastal Dune Dry Sclerophyll ForestsNSW North Coast"
"CPJGI0057746",0.036126651,0.782057776,1.196248629,0.724015041,1.698522799,37,"NNC","NSW North Coast",697179,"Heathlands","Coastal Headland Heaths",76.43140205,0.01,NA,0.874250548,2.21830328501628,0.577904294408967,-0.0246417034681828,1.81511037508595,1.04348482262105,-0.183333786522879,"Coastal Headland HeathsNSW North Coast"
"CPJGI0057798",NA,0.586249591,1.933927534,0.795356904,2.183312089,3,"NNC","NSW North Coast",697231,"Freshwater wetlands","Coastal Freshwater Lagoons",33.56354378,0.01,NA,0.57934052,2.0317492248209,-0.238991099000394,0.0957271894137405,3.06669512261728,1.04746774722898,-0.213077656394791,"Coastal Freshwater LagoonsNSW North Coast"
"CPJGI0057724",0.009704138,0.794196798,1.020673558,0.699906539,1.452176807,23,"NNC","NSW North Coast",697157,"Forested wetlands","Eastern Riverine Forests",58.36868653,0.01,NA,0.763994022,1.83096127103025,-0.488627795602619,-0.148837504795859,2.68309023959346,1.30750306447345,-0.198862223464872,"Eastern Riverine ForestsNSW North Coast"
"CPJGI0057740",0.016842438,0.775324449,1.509381715,0.719882287,2.072900151,23,"SEQ","South Eastern Queensland",697173,"Freshwater wetlands","Coastal Heath Swamps",65.21134517,0.01,NA,0.807535418,1.99054007900901,-0.572131904493335,-0.116508345693446,2.85281444383597,1.15147632263641,-0.230414032047771,"Coastal Heath SwampsSouth Eastern Queensland"
"CPJGI0057748",0.022363666,0.800505071,1.202711684,0.70098993,1.70871384,33,"NET","New England Tableland",697181,"Heathlands","Northern Montane Heaths",87.24472305,0.01,NA,0.934048837,2.19089017987492,0.0831410757820664,-0.0326313695923358,1.81486735188026,1.07961883832779,-0.166190441996028,"Northern Montane HeathsNew England Tableland"
"CPJGI0057792",0.002722594,0.812992651,1.243289861,0.724506053,1.718157721,17,"SEQ","South Eastern Queensland",697225,"Freshwater wetlands","Coastal Heath Swamps",68.89112477,0.01,NA,0.830006776,2.12775505606763,-0.446825153720526,-0.0877666600382085,2.52690077335531,1.0841752235846,-0.20065016169118,"Coastal Heath SwampsSouth Eastern Queensland"
"CPJGI0057796",NA,0.756300264,0.934629277,0.749699959,1.093487462,3,"NNC","NSW North Coast",697229,"Freshwater wetlands","Coastal Freshwater Lagoons",16.65466612,0.01,NA,0.408101288,1.98951208629894,0.118909955574194,0.429297086299522,3.28100848379426,1.06790985356835,-0.218792613338609,"Coastal Freshwater LagoonsNSW North Coast"
