"site","FRic","FEve","FDis","FDiv","Q","sp_richness","IBRA","formation","class","shot_number","beam","delta_time","lat","lon","ground_elev","height_lastbin","height_bin0","rh100","cover","pai_total","fhd","sensitivity","pai_z0_5m","pai_z5_10m","pai_z10_15m","pai_z15_20m","pai_z20_25m","pai_z25_30m","pai_z30_35m","pai_z35_40m","pai_z40_45m","pai_z45_50m","pai_z50_55m","pai_z55_60m","pai_z60_65m","pai_z65_70m","pai_z70_75m","pai_z75_80m","pai_z80_85m","pai_z85_90m","pai_z90_95m","pai_z95_100m","pai_z100_105m","pai_z105_110m","pai_z110_115m","pai_z115_120m","pai_z120_125m","pai_z125_130m","pai_z130_135m","pai_z135_140m","pai_z140_145m","pai_z145_150m","pavd_z0_5m","pavd_z5_10m","pavd_z10_15m","pavd_z15_20m","pavd_z20_25m","pavd_z25_30m","pavd_z30_35m","pavd_z35_40m","pavd_z40_45m","pavd_z45_50m","pavd_z50_55m","pavd_z55_60m","pavd_z60_65m","pavd_z65_70m","pavd_z70_75m","pavd_z75_80m","pavd_z80_85m","pavd_z85_90m","pavd_z90_95m","pavd_z95_100m","pavd_z100_105m","pavd_z105_110m","pavd_z110_115m","pavd_z115_120m","pavd_z120_125m","pavd_z125_130m","pavd_z130_135m","pavd_z135_140m","pavd_z140_145m","pavd_z145_150m","match_distance_m","mean_pai","mean_fhd","mean_evenness","mean_height","sd_height","prop_understory","prop_midstory","prop_canopy","n_shots","n_sites","formation_lab","sp_richness_bench","total_cover","shannon_H","pielou_evenness","gini_simpson"
"CPJGI0082746",0.000932263,0.755524163,1.246249277,0.659843202,1.733114112,8,"Riverina","Semi-arid woodlands (Grassy subformation)","Inland Floodplain Woodlands",174781100400442752,11,127262558.413119,-34.0881501194081,144.499368691522,91.9568328857422,-7.75063276290894,13.2348403930664,13.19,0.142432734370232,0.307357162237167,2.48301410675049,0.968530297279358,0.306842923164368,0.235742375254631,0.075854629278183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0142201092094183,0.0230988301336765,0.0235742386430502,0.00758546311408281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0358820499784,0.618439927697182,0.972756291237588,0.885440934232493,5.63249206963164,3.46160281888245,0.49615639195051,0.50384360804949,0,1,251,"Semi-arid woodlands (Grassy subformation) (n = 251)",9,17,2.03366234366504,0.88320833390816,0.830449826989619
"CPJGI0082755",0.003114788,0.839888863,1.100484879,0.710825527,1.532450245,15,"Riverina","Freshwater wetlands","Inland Floodplain Swamps",212160600400746208,6,148087189.161917,-34.2273790212948,144.066505949483,81.9905395507812,-14.487587928772,23.8858451843262,18.64,0.163349762558937,0.356839776039124,2.91053771972656,0.96823513507843,0.355693370103836,0.266212671995163,0.196905866265297,0.0742066353559494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0178961418569088,0.0158787500113249,0.0192006025463343,0.0196905862540007,0.00742066325619817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0141220631908,0.893018543720245,1.26753908524379,0.914336176207074,7.44191479449339,4.87608954688044,0.398304573410139,0.51859901624343,0.0830964103464306,1,242,"Freshwater wetlands (n = 242)",25,46,3.25205350667493,0.965776002724415,0.956521739130435
"CPJGI0082771",1.41e-05,0.857467108,0.86986342,0.791799265,1.111790625,7,"Riverina","Freshwater wetlands","Inland Floodplain Shrublands",75410100100045328,1,71870297.8736565,-34.1122685607228,144.439118539267,89.5569610595703,-7.08301067352295,3.85941696166992,3.77,0.0145208053290844,0.0292546972632408,1.41177427768707,0.949454545974731,0.0292546972632408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00585093954578042,0.00292546977289021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.829363185915,0.0292546972632408,0,NA,2.5,4.44089209850063e-16,1,0,0,1,242,"Freshwater wetlands (n = 242)",9,20,2.12862074618514,0.968777050894702,0.875
"CPJGI0082778",NA,0.85611237,1.274790175,0.855317839,1.583080578,5,"Riverina","Forested wetlands","Inland Riverine Forests",75410100100044976,1,71870294.9728258,-34.2364391168591,144.282476569964,86.4303359985352,-6.8313455581665,17.3019542694092,17.21,0.269713491201401,0.628723502159119,2.80993175506592,0.929597973823547,0.628723502159119,0.460531413555145,0.243269398808479,0.0458972677588463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0336384177207947,0.0385454073548317,0.041463416069746,0.024326940998435,0.00458972714841366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.2908328993758,1.37842158228159,1.14373497298037,0.825030386805028,6.43479770047246,4.24383120349096,0.4561184402804,0.510584585594401,0.0332969741251993,1,329,"Forested wetlands (n = 329)",10,17,2.26238625418332,0.943488349907413,0.878892733564014
"CPJGI0082782",0.014588829,0.877511055,1.275361123,0.729329325,1.767191394,16,"Riverina","Forested wetlands","Inland Riverine Forests",155110300400430624,3,116297817.578818,-34.4406935345854,144.171175096936,83.0084838867188,-5.5103964805603,3.93084096908569,3.77,0.0266915205866098,0.0541084632277489,1.54081785678864,0.93787294626236,0.0541084632277489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0108216926455498,0.00541084632277489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.7734443109466,0.0541084632277489,0,NA,2.5,4.44089209850063e-16,1,0,0,1,329,"Forested wetlands (n = 329)",21,28,2.94825605248348,0.940284321848067,0.926020408163265
"CPJGI0082790",0.006496169,0.786758999,1.034894941,0.697143228,1.459829419,20,"Riverina","Forested wetlands","Inland Riverine Forests",130160600100119184,6,102384952.657803,-34.3514672649493,144.018708362157,78.4028930664062,-6.38381099700928,3.50934028625488,3.58,0.0170523747801781,0.0343994349241257,1.18757975101471,0.950600683689117,0.0343994349241257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00687988707795739,0.0034399435389787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.9538297268079,0.0343994349241257,0,NA,2.5,0,1,0,0,1,329,"Forested wetlands (n = 329)",26,38,3.24523247818091,0.954144118679456,0.948753462603878
"CPJGI0082794",NA,0.753894222,1.299213398,0.801538862,1.557274443,4,"Riverina","Freshwater wetlands","Inland Floodplain Swamps",130771100100044656,11,102724992.423605,-34.2311192882042,144.003210935908,79.3377990722656,-5.51390647888184,4.07945394515991,3.89,0.0280233789235353,0.0568484216928482,1.27042818069458,0.966174066066742,0.0568484216928482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0113696847110987,0.00568484235554934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.8360694172049,0.0568484216928482,0,NA,2.5,0,1,0,0,1,242,"Freshwater wetlands (n = 242)",6,25,2.08157240741476,0.904015410222296,0.848
"CPJGI0082798",2.26e-06,0.747947973,0.923059038,0.763612326,1.199562367,8,"Riverina","Arid shrublands (Chenopod subformation)","Riverine Chenopod Shrublands",214200600100121760,6,149219251.617772,-34.2494695974901,144.517902178482,90.1535263061523,-6.43590211868286,3.75704407691956,3.82,0.0413547530770302,0.0844794660806656,1.36038064956665,0.946150183677673,0.0844794660806656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016895892098546,0.00844794604927301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.8033305758,0.0844794660806656,0,NA,2.5,0,1,0,0,1,100,"Arid shrublands (Chenopod subformation) (n = 100)",11,17,2.27830252503913,0.916856383813657,0.865051903114187
"CPJGI0082806",0.03794167,0.819953533,1.061130456,0.709851611,1.50310137,36,"Riverina","Semi-arid woodlands (Grassy subformation)","Inland Floodplain Woodlands",230221100100045696,11,158143902.423054,-34.4916131725083,144.683752243678,95.4196319580078,-7.32219219207764,10.5154657363892,10.36,0.121259331703186,0.258547782897949,2.18257522583008,0.961645364761353,0.258547782897949,0.136199414730072,0.00397152965888381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0244696736335754,0.025457626208663,0.0136199416592717,0.000397152936784551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0651564826008,0.398718727286905,0.693718420438129,0.631449718516394,4.30757090378802,2.50371293393467,0.648446549419051,0.351553450580949,0,1,251,"Semi-arid woodlands (Grassy subformation) (n = 251)",51,87,4.07746774152077,0.973222853095672,0.980314440480909
"CPJGI0082810",0.003888032,0.862254191,1.12624175,0.76362547,1.533569244,18,"Riverina","Arid shrublands (Chenopod subformation)","Riverine Chenopod Shrublands",100880600100120736,6,86065054.219003,-34.0451125811293,144.911732133172,102.177932739258,-6.24729824066162,3.64585304260254,3.58,0.0245747305452824,0.049763809889555,1.26544833183289,0.964919030666351,0.049763809889555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00995276123285294,0.00497638061642647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.9646936084496,0.049763809889555,0,NA,2.5,0,1,0,0,1,100,"Arid shrublands (Chenopod subformation) (n = 100)",20,37,3.04394857515849,0.957802711235142,0.945215485756026
"CPJGI0082846",0.037354152,0.813669477,1.123287561,0.722262818,1.5706647,31,"Riverina","Semi-arid woodlands (Grassy subformation)","Inland Floodplain Woodlands",186431100100045184,11,133749559.898979,-34.4637057669923,144.687508979183,95.7547454833984,-7.84952974319458,4.44196605682373,4.48,0.00744109507650137,0.0149379866197705,1.29855751991272,0.96149092912674,0.0130007835105062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00260015670210123,0.00130007835105062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2056002852372,0.0130007835105062,0,NA,2.5,0,1,0,0,1,251,"Semi-arid woodlands (Grassy subformation) (n = 251)",38,70,3.71601524566622,0.949896061579914,0.967755102040816
"CPJGI0082768",NA,0.80516518,0.580650058,0.871182772,0.668234568,3,"Riverina","Freshwater wetlands","Inland Floodplain Shrublands",323600500100045760,5,210162633.852651,-34.0071537146808,144.477659956601,89.9572982788086,-6.07150888442993,3.82164859771729,3.79,0.0298203863203526,0.0605517700314522,1.37784922122955,0.952781140804291,0.0605517700314522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0121103543788195,0.00605517718940973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.1220050377553,0.0605517700314522,0,NA,2.5,0,1,0,0,1,242,"Freshwater wetlands (n = 242)",5,9,1.42706104338072,0.886682880001534,0.716049382716049
"CPJGI0082820",0.003579596,0.827584915,1.078518234,0.754190775,1.478112082,25,"Riverina","Arid shrublands (Chenopod subformation)","Riverine Chenopod Shrublands",96000100100046016,1,83345064.182082,-34.1160565030689,144.813913297954,99.4154739379883,-6.57845211029053,3.46459817886353,3.28,0.0185624174773693,0.037473876029253,1.47429144382477,0.933039903640747,0.037473876029253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00749477557837963,0.00374738778918982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.8421830277805,0.037473876029253,0,NA,2.5,0,1,0,0,1,100,"Arid shrublands (Chenopod subformation) (n = 100)",30,55,3.55363684886596,0.969995100975081,0.967272727272727
"CPJGI0082824",0.002376329,0.814674863,0.973670253,0.79548394,1.29681883,19,"Riverina","Arid shrublands (Chenopod subformation)","Riverine Chenopod Shrublands",74801100100045088,11,71530206.9837874,-34.2757262640915,144.736977663748,96.4587097167969,-6.70771408081055,3.63222908973694,3.44,0.00241992459632456,0.00484571466222405,1.37366652488708,0.975990653038025,0.00484571466222405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000969142944086343,0.000484571472043172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.58899311236625,0.00484571466222405,0,NA,2.5,0,1,0,0,1,100,"Arid shrublands (Chenopod subformation) (n = 100)",26,43,3.22103253277618,0.956563573681948,0.952947539210384
"CPJGI0082828",0.008655477,0.796097568,0.964935846,0.71098241,1.359931269,21,"Riverina","Arid shrublands (Chenopod subformation)","Riverine Chenopod Shrublands",178040800100047168,8,129074821.465971,-34.042811104313,144.577841801345,93.8870162963867,-6.60792636871338,3.8848135471344,3.8,0.00768033228814602,0.0154200186952949,1.53958749771118,0.965267479419708,0.0154200186952949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00308400369249284,0.00154200184624642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0912968747166,0.0154200186952949,0,NA,2.5,0,1,0,0,1,100,"Arid shrublands (Chenopod subformation) (n = 100)",24,47,3.34091559576568,0.963984472407949,0.959710276143051
"CPJGI0082836",0.019216709,0.830422128,1.110567378,0.760232187,1.516972207,27,"Riverina","Grasslands","Riverine Plain Grasslands",333210300100045952,3,215517235.924857,-34.4266625259319,144.940873790452,104.578346252441,-5.35599803924561,3.93757224082947,3.84,0.0156706310808659,0.0315898060798645,1.43667352199554,0.917143106460571,0.0315898060798645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00631796102970839,0.00315898051485419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.9034840203204,0.0315898060798645,0,NA,2.5,0,1,0,0,1,245,"Grasslands (n = 245)",33,56,3.62599169344779,0.970120974767463,0.969387755102041
"CPJGI0082840",0.003825385,0.871056614,0.918985355,0.740690797,1.276711374,24,"Riverina","Freshwater wetlands","Inland Floodplain Shrublands",96610100100046464,1,83685046.4285604,-34.0514999348439,144.957985418064,102.521545410156,-5.37893104553223,3.91463732719421,3.77,0.0103991972282529,0.0209073387086391,1.56496477127075,0.925596296787262,0.0209073387086391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00418146792799234,0.00209073396399617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.45972162537614,0.0209073387086391,0,NA,2.5,0,1,0,0,1,242,"Freshwater wetlands (n = 242)",28,46,3.42149955065221,0.970263683128267,0.963137996219282
"CPJGI0082809",0.002426638,0.789611872,0.980206007,0.780662459,1.328699722,18,"Riverina","Arid shrublands (Chenopod subformation)","Riverine Chenopod Shrublands",79680800100046864,8,74250204.1294637,-34.0732072574412,144.919262931356,101.548919677734,-6.46786499023438,3.87497639656067,3.74,0.0223852042108774,0.0452793538570404,1.26734745502472,0.969448804855347,0.0452793538570404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00905587151646614,0.00452793575823307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.7620493820086,0.0452793538570404,0,NA,2.5,0,1,0,0,1,100,"Arid shrublands (Chenopod subformation) (n = 100)",22,35,3.03519729678278,0.942937056886018,0.937142857142857
"CPJGI0082825",0.005410765,0.861120427,1.070581489,0.795167847,1.451290315,19,"Riverina","Arid shrublands (Chenopod subformation)","Riverine Chenopod Shrublands",41390800100047024,8,52915586.215703,-34.2227305576112,144.983453693853,102.954315185547,-7.16064882278442,3.62943530082703,3.44,0.00532614998519421,0.0106807723641396,1.14813733100891,0.975416660308838,0.0106807723641396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00213615433312953,0.00106807716656476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.835723172526,0.0106807723641396,0,NA,2.5,0,1,0,0,1,100,"Arid shrublands (Chenopod subformation) (n = 100)",25,41,3.22744111062033,0.958466755988379,0.953004164187983
"CPJGI0082853",0.001795348,0.83518572,0.874693844,0.712561756,1.222024211,11,"Riverina","Forested wetlands","Inland Riverine Forests",79070800100046544,8,73910259.8657999,-34.1040559334381,144.627262083772,93.8338470458984,-5.90850830078125,11.1796646118164,11.01,0.0858944952487946,0.179622337222099,2.39521217346191,0.946391463279724,0.179622337222099,0.0830447003245354,0.0144279841333628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0193155258893967,0.0165194347500801,0.00830447021871805,0.00144279841333628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.60915581759125,0.277095021679997,0.796014901802089,0.724563988599772,4.51917500922282,2.93636569847899,0.648233721894634,0.351766278105366,0,1,329,"Forested wetlands (n = 329)",16,26,2.83154442690767,0.961658382782743,0.931952662721893
"CPJGI0082861",0.00851665,0.810185654,0.905333344,0.737453397,1.255576328,22,"Riverina","Grasslands","Riverine Plain Grasslands",80290100100045072,1,74590136.4520991,-34.4033215873387,144.639476294694,95.753776550293,-5.65962505340576,3.9337363243103,3.84,0.0387752130627632,0.0790952518582344,1.28913402557373,0.934684574604034,0.0790952518582344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0158190503716469,0.00790952518582344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.7468752327522,0.0790952518582344,0,NA,2.5,0,1,0,0,1,245,"Grasslands (n = 245)",33,59,3.66035947057407,0.967276966715864,0.969836253950014
"CPJGI0082881",0.015533703,0.842337507,1.05778337,0.766425335,1.46020255,25,"Riverina","Saline wetlands","Inland Saline Lakes",216280600400746400,6,150382071.130892,-34.4962588571925,144.661037118402,95.1059036254883,-7.4509596824646,3.64136242866516,3.54,0.0368239395320415,0.0750390514731407,1.32711184024811,0.960023522377014,0.0750390514731407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0150078097358346,0.0075039048679173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.3252835397282,0.0750390514731407,0,NA,2.5,0,1,0,0,1,36,"Saline wetlands (n = 36)",36,61,3.65334374462296,0.965423009427828,0.969631819403386
"CPJGI0082864",0.00852931,0.851937741,1.058092754,0.774624629,1.420904122,24,"Riverina","Saline wetlands","Inland Saline Lakes",80290600100119152,6,74590136.6752269,-34.4078710341745,144.673999050248,97.4170684814453,-7.00789260864258,3.78463578224182,3.58,0.020175127312541,0.0407631807029247,1.23842918872833,0.974309921264648,0.0407631807029247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00815263669937849,0.00407631834968925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.6437143966576,0.0407631807029247,0,NA,2.5,0,1,0,0,1,36,"Saline wetlands (n = 36)",32,57,3.64151779429321,0.968179751749719,0.969529085872576
"CPJGI0082888",0.000325139,0.820916659,0.927539134,0.817509063,1.226367449,12,"Riverina","Freshwater wetlands","Inland Floodplain Swamps",138490200400449568,2,107032573.356805,-34.0363339951989,144.807792989435,98.0784378051758,-4.9155421257019,3.4771773815155,3.36,0.0141539862379432,0.0285102501511574,1.36992764472961,0.939862012863159,0.0285102501511574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00570204993709922,0.00285102496854961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.1996116734017,0.0285102501511574,0,NA,2.5,0,1,0,0,1,242,"Freshwater wetlands (n = 242)",15,34,2.6339449969332,0.911282429236851,0.906574394463668
"CPJGI0082896",0.005274222,0.83431971,1.014235509,0.772147154,1.385512245,19,"Riverina","Grasslands","Riverine Plain Grasslands",99050500100045568,5,85044946.5017278,-34.469171783614,144.807961893719,101.036766052246,-7.32593631744385,3.61648893356323,3.54,0.0261662732809782,0.0530296824872494,1.23490369319916,0.971036911010742,0.0530296824872494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0106059368699789,0.00530296843498945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9663057756421,0.0530296824872494,0,NA,2.5,4.44089209850063e-16,1,0,0,1,245,"Grasslands (n = 245)",32,49,3.42473033909315,0.963261621608561,0.962099125364432
"CPJGI0082928",0.008519334,0.824940029,0.962129819,0.733319663,1.352521266,18,"Riverina","Semi-arid woodlands (Grassy subformation)","Inland Floodplain Woodlands",48410800100046064,8,56825563.1543301,-34.1177380454498,144.54703162687,92.2918090820312,-5.97435808181763,9.91464233398438,9.76,0.115835793316364,0.24625164270401,2.21262145042419,0.946318030357361,0.24625164270401,0.11842855066061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02556461840868,0.0246251635253429,0.0118428552523255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.5267676724902,0.36468019336462,0.63039546992461,0.909468418259103,4.1237315984721,2.3413999420184,0.67525368030558,0.324746319694421,0,1,251,"Semi-arid woodlands (Grassy subformation) (n = 251)",30,43,3.3299193055,0.960811613721055,0.957274202271498
"CPJGI0082795",NA,0.818242177,0.79163422,0.765128691,1.026958453,6,"Riverina","Saline wetlands","Inland Saline Lakes",48410800100045752,8,56825560.5427425,-34.2296169188814,144.406008482359,88.7675552368164,-6.63962745666504,4.60259008407593,4.44,0.0326573550701141,0.0664068982005119,1.42433190345764,0.974660158157349,0.0656999349594116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131399864330888,0.00656999321654439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.2401253334683,0.0656999349594116,0,NA,2.5,0,1,0,0,1,36,"Saline wetlands (n = 36)",14,21,2.7144523517425,0.979031736647071,0.929705215419501
"CPJGI0082799",0.016524723,0.854489885,0.967076676,0.782688449,1.335222343,34,"Riverina","Freshwater wetlands","Inland Floodplain Swamps",33911100100045756,11,48750855.8115593,-34.0241591578502,144.810465386881,98.4403533935547,-6.63420057296753,3.55609560012817,3.48,0.00365061243064702,0.00731458514928818,1.11113131046295,0.972629547119141,0.00731458514928818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00146291707642376,0.000731458538211882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.3994912410248,0.00731458514928818,0,NA,2.5,0,1,0,0,1,242,"Freshwater wetlands (n = 242)",43,60,3.79964408520597,0.976315398491188,0.974444444444444
"CPJGI0082827",0.003212934,0.860795236,1.009699337,0.783381185,1.353291278,20,"Riverina","Arid shrublands (Chenopod subformation)","Riverine Chenopod Shrublands",208650500400443840,5,146132037.607914,-34.155563030656,144.870626311199,99.8649826049805,-6.52442932128906,3.66851544380188,3.61,0.0203475952148438,0.0411159656941891,1.27295124530792,0.954380869865417,0.0408040136098862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00816080253571272,0.00408040126785636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.8003973262925,0.0408040136098862,0,NA,2.5,0,1,0,0,1,100,"Arid shrublands (Chenopod subformation) (n = 100)",24,37,3.15447997014005,0.95711046947671,0.948137326515705
"CPJGI0082831",0.016008971,0.809699486,1.064629584,0.696621561,1.499886903,21,"Riverina","Semi-arid woodlands (Grassy subformation)","Inland Floodplain Woodlands",108200000100046896,0,90144832.3251109,-34.465391591751,144.96034031635,105.431594848633,-6.41876363754272,5.12196159362793,5.09,0.0368737243115902,0.0751418322324753,1.64838969707489,0.903205573558807,0.0751418322324753,0.00542745972052217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0139428740367293,0.00751418294385076,0.000542745983693749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.8170371691316,0.0805692919529975,0.246766106258186,0.356008237758165,2.83681937553134,1.25325559481032,0.932636124893732,0.0673638751062681,0,1,251,"Semi-arid woodlands (Grassy subformation) (n = 251)",38,62,3.57391412876972,0.956187810524339,0.965660770031218
"CPJGI0082839",0.003018147,0.749020747,0.881466714,0.698943405,1.24825941,21,"Riverina","Freshwater wetlands","Inland Floodplain Swamps",162580500400444128,5,120462478.304942,-34.0500925296259,144.926875609499,100.323455810547,-7.31980991363525,3.77251052856445,3.94,0.0307220425456762,0.062413401901722,1.39936363697052,0.965293765068054,0.0610017292201519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0122003452852368,0.00610017264261842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.742492940872,0.0610017292201519,0,NA,2.5,0,1,0,0,1,242,"Freshwater wetlands (n = 242)",24,43,3.10465987613939,0.941994401532165,0.944294213088156
"CPJGI0082909",0.014724552,0.825371929,0.909291978,0.706382086,1.284582053,28,"Riverina","Arid shrublands (Chenopod subformation)","Riverine Chenopod Shrublands",21080500100045336,5,41611308.9074668,-34.0712510553978,144.642819885999,95.9249877929688,-6.7888388633728,9.84644508361816,9.69,0.0605954490602016,0.125018671154976,2.30753135681152,0.960936725139618,0.125018671154976,0.0461852699518204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0157666802406311,0.0125018674880266,0.00461852690204978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.5260761003087,0.171203941106796,0.583027515865317,0.841130905840704,3.84883781451649,2.21919481405145,0.730232437096701,0.269767562903299,0,1,100,"Arid shrublands (Chenopod subformation) (n = 100)",36,57,3.78148214680423,0.976824023384253,0.97383810403201
