"site","FRic","FEve","FDis","FDiv","Q","sp_richness","IBRA","formation","class","shot_number","beam","delta_time","lat","lon","ground_elev","height_lastbin","height_bin0","rh100","cover","pai_total","fhd","sensitivity","pai_z0_5m","pai_z5_10m","pai_z10_15m","pai_z15_20m","pai_z20_25m","pai_z25_30m","pai_z30_35m","pai_z35_40m","pai_z40_45m","pai_z45_50m","pai_z50_55m","pai_z55_60m","pai_z60_65m","pai_z65_70m","pai_z70_75m","pai_z75_80m","pai_z80_85m","pai_z85_90m","pai_z90_95m","pai_z95_100m","pai_z100_105m","pai_z105_110m","pai_z110_115m","pai_z115_120m","pai_z120_125m","pai_z125_130m","pai_z130_135m","pai_z135_140m","pai_z140_145m","pai_z145_150m","pavd_z0_5m","pavd_z5_10m","pavd_z10_15m","pavd_z15_20m","pavd_z20_25m","pavd_z25_30m","pavd_z30_35m","pavd_z35_40m","pavd_z40_45m","pavd_z45_50m","pavd_z50_55m","pavd_z55_60m","pavd_z60_65m","pavd_z65_70m","pavd_z70_75m","pavd_z75_80m","pavd_z80_85m","pavd_z85_90m","pavd_z90_95m","pavd_z95_100m","pavd_z100_105m","pavd_z105_110m","pavd_z110_115m","pavd_z115_120m","pavd_z120_125m","pavd_z125_130m","pavd_z130_135m","pavd_z135_140m","pavd_z140_145m","pavd_z145_150m","match_distance_m","mean_pai","mean_fhd","mean_evenness","mean_height","sd_height","prop_understory","prop_midstory","prop_canopy","n_shots","n_sites","formation_lab","sp_richness_bench","total_cover","shannon_H","pielou_evenness","gini_simpson"
"CPJGI0057487",0.000207866,0.972895852,1.347734436,0.74085978,1.779167028,7,"NSW North Coast","Freshwater wetlands","Coastal Heath Swamps",223751100400537888,11,154543582.283658,-30.1142308088409,153.205600553398,37.705924987793,-8.51084518432617,13.5239057540894,13.39,0.358791947364807,0.888969898223877,2.40135645866394,0.966134488582611,0.888969898223877,0.670531213283539,0.128021538257599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0436877384781837,0.0760948359966278,0.0670531243085861,0.0128021538257599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0707782098286,1.68752264976502,0.900015847356634,0.8192297288498,5.24536845454418,3.15958449362065,0.526789906107432,0.473210093892568,0,1,242,"Freshwater wetlands (n = 242)",8,17,1.95618746766045,0.940727319547624,0.844290657439446
"CPJGI0057489",0.038256714,0.828495976,1.173364594,0.715412034,1.653249965,32,"NSW North Coast","Heathlands","Coastal Headland Heaths",200160000100060352,0,141398670.325827,-30.0776611349496,153.20320411519,48.2850036621094,-5.4886589050293,6.95273017883301,6.94,0.334968745708466,0.816619217395782,1.83782303333282,0.956143617630005,0.811158716678619,0.114192858338356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139393165707588,0.0811158716678619,0.0114192860201001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.23341253011,0.925351575016975,0.373654438368944,0.539069405241027,3.11702417449423,1.64450662527119,0.876595165101155,0.123404834898845,0,1,179,"Heathlands (n = 179)",37,54,3.64555673474348,0.975355530866262,0.970507544581619
"CPJGI0057534",0.003537548,0.855759145,1.024512859,0.741535125,1.417698375,17,"NSW North Coast","Forested wetlands","Coastal Swamp Forests",137630500100059408,5,106549090.05052,-30.0686036580368,153.2064994766,54.2572593688965,-7.8741660118103,4.71635818481445,4.59,0.0449365526437759,0.091955229640007,1.49564158916473,0.966659128665924,0.091955229640007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0183910466730595,0.00919552333652973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.96184067297686,0.091955229640007,0,NA,2.5,0,1,0,0,1,329,"Forested wetlands (n = 329)",20,44,3.14414397865037,0.953974394510046,0.949380165289256
"CPJGI0057562",0.078466659,0.765066358,1.493862214,0.723903561,2.068951279,35,"NSW North Coast","Forested wetlands","Eastern Riverine Forests",317130500400473856,5,206562712.560502,-30.9212330843536,151.996637415139,258.580627441406,-7.38611888885498,25.2912635803223,25.23,0.221105292439461,0.499988466501236,3.12907290458679,0.958002030849457,0.497202903032303,0.341858386993408,0.29099828004837,0.208692848682404,0.0960161462426186,0.00283740041777492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0310689061880112,0.0206204615533352,0.0133165521547198,0.0194982141256332,0.0205855444073677,0.00960161443799734,0.000283740024315193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.7596775172477,1.43760596541688,1.50530117738444,0.840124583258362,9.27579645279147,6.39429920002154,0.34585478565966,0.440215665673216,0.213929548667124,1,329,"Forested wetlands (n = 329)",39,95,3.7928467977567,0.974568841114793,0.975069252077562
"CPJGI0057618",0.042170794,0.847161442,1.16830502,0.719831591,1.647345975,37,"New England Tableland","Grasslands","Temperate Montane Grasslands",232050500100056480,5,159163312.161903,-30.9633504001333,151.58615015853,1138.31652832031,-7.59819269180298,17.8780059814453,17.7,0.146256506443024,0.316262036561966,2.88935160636902,0.958867967128754,0.316262036561966,0.210647001862526,0.145235627889633,0.0411105081439018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021123006939888,0.0171026401221752,0.0169536489993334,0.0145235629752278,0.00411105062812567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.0126038625092,0.713255174458027,1.20934896758943,0.872360879122733,6.87746408603338,4.64241228603082,0.443406578581474,0.498955552649975,0.0576378687685511,1,245,"Grasslands (n = 245)",43,104,3.86924065796941,0.969981482202718,0.976886094674556
"CPJGI0057678",0.007384112,0.904722103,1.136977427,0.803442967,1.520630802,13,"NSW North Coast","Heathlands","Wallum Sand Heaths",54971100100058864,11,60479647.7942898,-29.9893542836883,153.227073376833,41.8663864135742,-6.36968755722046,8.4700403213501,8.27,0.449015349149704,1.19271051883698,1.71740388870239,0.984789550304413,1.19271051883698,0.112507596611977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216040581464767,0.11927105486393,0.0112507594749331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4932342470201,1.30521811544896,0.293652723169222,0.423651327459776,2.93099155336684,1.40328330987033,0.913801689326632,0.0861983106733679,0,1,179,"Heathlands (n = 179)",17,32,2.94014270268684,0.965715563878506,0.94140625
"CPJGI0057682",0.005214399,0.783707291,1.292700313,0.705737323,1.82556531,15,"NSW North Coast","Freshwater wetlands","Coastal Heath Swamps",54971100100058832,11,60479647.5545828,-30.0001979730332,153.215314419413,39.5624961853027,-7.93825769424438,5.10271501541138,4.9,0.0504583343863487,0.103555560112,1.50327301025391,0.954149663448334,0.103555560112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020711112767458,0.010355556383729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.7110918151823,0.103555560112,0,NA,2.5,0,1,0,0,1,242,"Freshwater wetlands (n = 242)",12,26,2.72490639912922,0.961772400530932,0.92603550295858
"CPJGI0057667",0.132430536,0.805465906,1.350431879,0.676908733,1.942090075,52,"NSW North Coast","Wet sclerophyll forests (Shrubby subformation)","North Coast Wet Sclerophyll Forests",142450600400684608,6,109239930.1764,-31.6197228287404,152.820221996833,42.4465408325195,-6.44622039794922,16.9344291687012,16.73,0.896417438983917,4.53509855270386,2.37540411949158,0.989850342273712,4.53509855270386,2.49883961677551,0.367715388536453,0.020636273548007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40725177526474,0.416738331317902,0.247820347547531,0.0367715395987034,0.0020636273548007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0131032038001,7.42228983156383,0.832758230236818,0.600708084511064,4.72045978349915,3.01098089769399,0.611010706348063,0.386208982721441,0.0027803109304961,1,365,"Wet sclerophyll forests (Shrubby subformation) (n = 365)",56,86,3.97652538047922,0.975227189249366,0.979177934018388
"CPJGI0057809",0.002736803,0.876035697,0.944574043,0.745526744,1.306371509,17,"NSW North Coast","Heathlands","Coastal Headland Heaths",90050800100090912,8,80029149.4464822,-31.051158338691,153.058957753616,64.4629058837891,-18.4531478881836,11.6759920120239,11.68,0.0476563461124897,0.0976729393005371,2.50162601470947,0.989018440246582,0.0943304449319839,0.0488393567502499,0.0110097397118807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00909821782261133,0.00833207089453936,0.00488393567502499,0.00110097404103726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.15104932642377,0.154179541394114,0.853220061498077,0.776634368920512,4.79793251209905,3.1272347130784,0.611822061987173,0.388177938012827,0,1,179,"Heathlands (n = 179)",28,47,3.29696047856778,0.969352880354319,0.958804889090086
"CPJGI0057826",0.053598358,0.76307997,1.385095034,0.741809728,1.905896418,27,"South Eastern Queensland","Forested wetlands","Coastal Swamp Forests",22240600400667648,6,42260467.4977944,-29.0836699288999,153.171786857199,41.6806831359863,-9.76523399353027,21.5630741119385,21.35,0.47448343038559,1.28692221641541,2.94806551933289,0.98929637670517,1.28692221641541,0.952741086483002,0.558956801891327,0.15142397582531,0.0149135403335094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0668362304568291,0.0727965384721756,0.0801317095756531,0.0544043257832527,0.0151423970237374,0.00149135407991707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.73030591202864,2.96495762094856,1.22014852582856,0.758120904448697,6.85854590435724,4.62509668107329,0.434044050856853,0.509854804565706,0.0561011445774406,1,329,"Forested wetlands (n = 329)",34,63,3.52948561356709,0.970282340702707,0.967498110355253
"CPJGI0057830",0.012421868,0.803899795,1.212372022,0.748969757,1.692497774,20,"NSW North Coast","Heathlands","Northern Montane Heaths",162331100100056640,11,120318986.952453,-31.1105175177501,152.335783572047,1139.48352050781,-5.96722745895386,25.9606819152832,18.64,0.857881009578705,3.95752954483032,2.73660016059875,0.989653527736664,3.9488468170166,3.12286400794983,1.70411372184753,0.190059944987297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165196567773819,0.224473312497139,0.293280392885208,0.170411378145218,0.0190059952437878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2057477680836,8.96588449180126,1.12578045439198,0.812078939340519,6.46016215304829,4.0988982882992,0.440430257675924,0.538371616789323,0.0211981255347529,1,179,"Heathlands (n = 179)",20,42,3.20955748071389,0.98510201992447,0.958049886621315
"CPJGI0057887",0.031138233,0.833365081,1.334306017,0.762630887,1.846758147,31,"South Eastern Queensland","Forested wetlands","Coastal Swamp Forests",79160500400478960,5,73964495.4368488,-29.1945975626703,153.281731804632,48.2515296936035,-9.19491386413574,25.8807983398438,25.76,0.263549625873566,0.611903607845306,3.25828266143799,0.956165969371796,0.611903607845306,0.489738672971725,0.368083238601685,0.255297303199768,0.151382178068161,0.00884452741593122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0244329888373613,0.0243820380419493,0.0234441384673119,0.0216701067984104,0.0246452763676643,0.0151382181793451,0.000884452718310058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.1780501674037,1.88524952810258,1.53273864838958,0.85543772739202,9.50583230429265,6.51594919459036,0.324574332852989,0.455017703909345,0.220407963237666,1,329,"Forested wetlands (n = 329)",33,79,3.62116289738921,0.968829047831233,0.970357314532927
"CPJGI0057903",4.44e-05,0.787205975,1.298820504,0.713887478,1.705942364,9,"NSW North Coast","Freshwater wetlands","Montane Bogs and Fens",189480800100058304,8,135448743.87951,-31.125263983736,152.277925584091,988.6982421875,-4.80401659011841,3.44027948379517,3.35,0.00961174629628658,0.0193167850375175,1.31847584247589,0.92825710773468,0.0182003565132618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00364007125608623,0.00182003562804312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.52018308636,0.0182003565132618,0,NA,2.5,0,1,0,0,1,242,"Freshwater wetlands (n = 242)",10,29,2.27082535511122,0.947007728348845,0.887039239001189
"CPJGI0057824",0.021816842,0.79775962,1.532847794,0.729546352,2.125277631,19,"South Eastern Queensland","Freshwater wetlands","Coastal Freshwater Lagoons",142510200100063168,2,109269354.109864,-29.0816145081211,153.168034994731,41.4503059387207,-5.5851674079895,5.20644283294678,4.94,0.0911903381347656,0.191239595413208,1.62367868423462,0.957776427268982,0.191239595413208,0.00126995670143515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0379939265549183,0.0191239584237337,0.000126995670143515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.7539101968065,0.192509552114643,0.0396989036550549,0.0572734114318764,2.53298425162505,0.404763260771038,0.993403149674989,0.00659685032501071,0,1,242,"Freshwater wetlands (n = 242)",20,48,3.04254243039725,0.970354981023507,0.947916666666667
"CPJGI0057880",0.088887804,0.784984001,1.49828341,0.705673099,2.111961363,39,"South Eastern Queensland","Forested wetlands","Coastal Swamp Forests",140680300100061280,3,108249272.328544,-29.3409331896221,153.282571800194,42.6190986633301,-5.05877542495728,19.3708686828613,19.25,0.436073899269104,1.14566731452942,2.73043918609619,0.918412923812866,1.14566731452942,1.08533501625061,0.824671626091003,0.302557498216629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0120664509013295,0.0320995673537254,0.0782777518033981,0.0824671611189842,0.0302557516843081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0039183286648,3.35823145508766,1.29360111115437,0.933135953975433,7.92301924658053,4.84752151170108,0.341151981288769,0.568753722870407,0.0900942958408241,1,329,"Forested wetlands (n = 329)",40,81,3.6550611159795,0.95466269557949,0.969669257735101
"CKET14080702",0.031206619,0.813923918,1.149498988,0.742799531,1.613762745,40,"Sydney Basin","Dry sclerophyll forests (Shrubby subformation)","South East Dry Sclerophyll Forests",328631100100045952,11,212965899.411952,-34.8858384616121,150.566866486941,87.7942733764648,-9.98541927337646,17.4456043243408,17.31,0.158118784427643,0.344279944896698,2.7628710269928,0.962933778762817,0.344171583652496,0.287582844495773,0.158589333295822,0.0318841636180878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0113177513703704,0.0185582265257835,0.0255698673427105,0.0158589333295822,0.00318841636180878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.671714730498,0.822227925062179,1.17540391722048,0.847874701207725,6.75924479449365,4.31458016370704,0.418584157946799,0.542638074178585,0.0387777678746154,1,1569,"Dry sclerophyll forests (Shrubby subformation) (n = 1569)",37,70,3.72349021914857,0.972535642163575,0.973061224489796
"CKET14080706",0.057225593,0.863999897,1.291580853,0.724772266,1.82045632,37,"Sydney Basin","Dry sclerophyll forests (Shrubby subformation)","South East Dry Sclerophyll Forests",203210200100050976,2,143097764.88209,-34.9168966549765,150.636424105678,60.9438781738281,-5.90789365768433,3.68546843528748,3.73,0.0286734905093908,0.0581890270113945,1.34904718399048,0.929499566555023,0.0581890270113945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0116378050297499,0.00581890251487494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.4232719730312,0.0581890270113945,0,NA,2.5,0,1,0,0,1,1569,"Dry sclerophyll forests (Shrubby subformation) (n = 1569)",38,84,3.762263552906,0.961718156484678,0.973072562358277
"CPJGI0059299",0.032941169,0.799994987,1.219439952,0.721961585,1.720548813,25,"Sydney Basin","Heathlands","Sydney Montane Heaths",332140500100085632,5,214921418.304138,-33.3398368629673,150.217008249193,1003.06646728516,-9.69883251190186,6.6356725692749,6.57,0.0231266766786575,0.0467973686754704,1.87692272663116,0.916386306285858,0.0467973686754704,0.00602548569440842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00815437640994787,0.00467973668128252,0.000602548592723906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.7885612788608,0.0528228543698788,0.354940278195365,0.512070579164202,3.07034836211391,1.58947933500362,0.885930327577217,0.114069672422782,0,1,179,"Heathlands (n = 179)",22,69,3.27818104485274,0.983787470079493,0.960302457466919
"CPJGI0059315",0.038057493,0.75751662,1.213034091,0.754717686,1.689427111,35,"Sydney Basin","Dry sclerophyll forests (Shrubby subformation)","Western Slopes Dry Sclerophyll Forests",317800200100054592,2,206931843.275297,-32.3169095930098,150.54618317001,229.748565673828,-1.91938674449921,17.7170295715332,12.96,0.353647619485855,0.873540163040161,2.5268611907959,0.951595544815063,0.871313691139221,0.54695063829422,0.153174430131912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0648726224899292,0.0718139261007309,0.0546950623393059,0.0153174428269267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.6576816538878,1.57143875956535,0.921266637868289,0.838573031970338,5.21502625655631,3.32828243676415,0.554468754086363,0.445531245913637,0,1,1569,"Dry sclerophyll forests (Shrubby subformation) (n = 1569)",37,69,3.68798158735881,0.968822846067799,0.971224532661206
"CPJGI0059319",0.079907278,0.798627898,1.388852509,0.726859681,1.960486951,33,"Sydney Basin","Dry sclerophyll forests (Shrubby subformation)","Western Slopes Dry Sclerophyll Forests",78400100400467568,1,73541026.6496034,-32.3216726365894,150.604962102705,371.264617919922,-6.45301008224487,13.3298921585083,13.21,0.252919733524323,0.583241045475006,2.56135821342468,0.969021320343018,0.583079218864441,0.403249055147171,0.111610777676105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0359660275280476,0.0471468418836594,0.040324904024601,0.0111610777676105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0056594978993,1.09793905168772,0.936374182551815,0.852324511759301,5.35293892013582,3.34786114611417,0.531067018672986,0.468932981327014,0,1,1569,"Dry sclerophyll forests (Shrubby subformation) (n = 1569)",40,67,3.72099085148765,0.97188283418234,0.972599688126532
"CPJGI0059345",0.040583636,0.774008742,1.30748777,0.739020634,1.817062047,28,"Sydney Basin","Dry sclerophyll forests (Shrubby subformation)","Western Slopes Dry Sclerophyll Forests",130100300400484480,3,102355662.336063,-32.2619876900652,150.551072847742,377.16748046875,-6.06996202468872,15.065408706665,14.98,0.257275700569153,0.595046103000641,2.55926036834717,0.926501452922821,0.595046103000641,0.493321478366852,0.218055099248886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0203449297696352,0.0376990996301174,0.049332145601511,0.0218055099248886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.7414260152139,1.30642268061638,1.02476251707508,0.932779041018595,6.05716297127554,3.67122729920348,0.455477474349951,0.544522525650049,0,1,1569,"Dry sclerophyll forests (Shrubby subformation) (n = 1569)",31,54,3.42920813285893,0.964521074603975,0.962277091906722
"CPJGI0059296",0.004037135,0.809879374,1.104348814,0.766470808,1.505848752,17,"Sydney Basin","Dry sclerophyll forests (Shrubby subformation)","Sydney Montane Dry Sclerophyll Forests",332140800100085504,8,214921418.423982,-33.3569376842909,150.216849189325,1064.75915527344,-7.1739296913147,14.8551540374756,14.65,0.169550910592079,0.371639579534531,2.59223461151123,0.978029787540436,0.371639579534531,0.199878454208374,0.0735670700669289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0343522243201733,0.0298072509467602,0.0199878457933664,0.00735670700669289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.5870783657476,0.645085103809834,0.928347852166839,0.845018630997029,5.18966522628407,3.45197746088626,0.576109380513749,0.423890619486251,0,1,1569,"Dry sclerophyll forests (Shrubby subformation) (n = 1569)",14,42,2.80910551872311,0.971883810810481,0.935374149659864
"CPJGI0059316",0.118514609,0.824032425,1.501759636,0.727921984,2.114117697,40,"Sydney Basin","Grassy woodlands","Coastal Valley Grassy Woodlands",323540100400484544,1,210133341.426276,-32.2707184130274,150.596267281132,212.637390136719,-5.22148132324219,23.2588138580322,23.21,0.363607436418533,0.904711544513702,3.03838682174683,0.94527393579483,0.904711544513702,0.63194614648819,0.529324173927307,0.361043095588684,0.117221616208553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0545530803501606,0.0375387370586395,0.0270903035998344,0.0412102565169334,0.0361043103039265,0.0117221614345908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.7595743854429,2.54424657672644,1.45912304708878,0.906604122977327,8.8724370813838,6.06336755237736,0.355591141514968,0.456429943165984,0.187978915319048,1,1057,"Grassy woodlands (n = 1057)",44,82,3.81277104349145,0.97968835954282,0.976204640095181
"CPJGI0059346",0.017960306,0.805003243,1.217901694,0.743778113,1.69374183,23,"Sydney Basin","Dry sclerophyll forests (Shrubby subformation)","Western Slopes Dry Sclerophyll Forests",158460800400488928,8,118165644.00302,-32.2624425775844,150.546746075196,330.790161132812,-6.53828191757202,29.4368209838867,29.22,0.595457077026367,1.81143617630005,3.23825097084045,0.973257422447205,1.81143617630005,1.26249039173126,0.936254143714905,0.727247416973114,0.414629906415939,0.163601905107498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10978914052248,0.0875182002782822,0.0535243041813374,0.0521624274551868,0.0563645474612713,0.0414629876613617,0.0163601916283369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.50746725474547,5.31565994024277,1.59239948854553,0.888735076272031,9.83048216862208,7.14380811334816,0.340773525143394,0.413635288969548,0.245591185887058,1,1569,"Dry sclerophyll forests (Shrubby subformation) (n = 1569)",26,49,3.26565854270631,0.969816347475306,0.957934194085798
"CPJGI0059351",0.023041736,0.863030677,1.336684827,0.784938661,1.814019286,24,"Sydney Basin","Dry sclerophyll forests (Shrubby subformation)","Western Slopes Dry Sclerophyll Forests",327200100400484160,1,212173329.948287,-32.3228385727486,150.562554600609,276.851409912109,-4.90545701980591,16.8295040130615,16.88,0.719125747680664,2.55867385864258,2.55859732627869,0.962563514709473,2.55867385864258,1.05056381225586,0.327376276254654,0.0684919953346252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.301622003316879,0.223129749298096,0.0982071906328201,0.0327376276254654,0.00684919906780124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.7010319404707,4.00510594248772,0.911559011680847,0.657550832814801,4.88544545164039,3.59013079771133,0.638852978019676,0.344045852543572,0.0171011694367521,1,1569,"Dry sclerophyll forests (Shrubby subformation) (n = 1569)",29,61,3.44023067259274,0.967621344828767,0.964256920182747
"CPJGI0059333",0.040901269,0.819963891,1.157895829,0.797277495,1.586881241,35,"Sydney Basin","Dry sclerophyll forests (Shrubby subformation)","Western Slopes Dry Sclerophyll Forests",54970500100052576,5,60479594.4967584,-32.3468260555156,150.539096213363,259.165618896484,-8.18218898773193,8.45629215240479,8.38,0.236711114645004,0.540370762348175,2.00887823104858,0.941641867160797,0.540370762348175,0.127142563462257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0826456397771835,0.0540370792150497,0.0127142556011677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0631839720616,0.667513325810432,0.486906570841785,0.702457695129694,3.45235973984409,1.96336691047408,0.809528052031182,0.190471947968818,0,1,1569,"Dry sclerophyll forests (Shrubby subformation) (n = 1569)",42,77,3.79802681869802,0.965970308318683,0.973857311519649
"CPJGI0059380",0.003335585,0.83704213,1.858201713,0.832231114,2.375623782,10,"Sydney Basin","Wet sclerophyll forests (Shrubby subformation)","Southern Escarpment Wet Sclerophyll Forests",189480200100053088,2,135448702.896056,-32.8918010477607,150.185525231189,782.491638183594,-6.93542671203613,17.3477745056152,17.34,0.226518675684929,0.513888776302338,2.69151949882507,0.932080805301666,0.512289464473724,0.460210710763931,0.218157455325127,0.0635325163602829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0104157477617264,0.0294132009148598,0.0396678186953068,0.0218157451599836,0.00635325163602829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.1298079086976,1.25419014692306,1.18892022982858,0.857624659793128,6.83396472282173,4.3797430161231,0.408462357745782,0.540881434727673,0.0506562075265451,1,365,"Wet sclerophyll forests (Shrubby subformation) (n = 365)",12,28,2.29312320595433,0.922820664571027,0.88265306122449
"CGFR13071700",0.016255972,0.80588517,1.389717298,0.756454606,1.897248371,29,"South Eastern Highlands","Wet sclerophyll forests (Grassy subformation)","Montane Wet Sclerophyll Forests",137270300400451536,3,106352582.027304,-36.5648451272976,148.400991784965,1490.07690429688,-7.20783996582031,18.7177963256836,18.5,0.267942875623703,0.623819649219513,2.80856966972351,0.971602022647858,0.623819649219513,0.338899284601212,0.208695232868195,0.0755827873945236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0569840744137764,0.0415124408900738,0.0263316482305527,0.0208695232868195,0.00755827827379107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.2302749723004,1.24699695408344,1.16964070712049,0.843717423892293,6.44162194743979,4.65095858532204,0.500257556505443,0.43913059745354,0.0606118460410176,1,384,"Wet sclerophyll forests (Grassy subformation) (n = 384)",36,82,3.63094860570208,0.959504928917236,0.969660916121356
